# lemma	PA	IA	PP	IP
آب	آبَ	يَؤُوبُ	إِيبَ	يُؤَابُ
ثابر	ثَابَرَ	يُثَابِرُ	ثُوبِرَ	يُثَابَرُ
ثار	ثَارَ	يَثُورُ	ثِيرَ	يُثَارُ
ثبت	ثَبَتَ	يَثْبُتُ	ثُبِتَ	يُثْبَتُ
ثبر	ثَبَرَ	يَثْبُرُ	ثُبِرَ	يُثْبَرُ
ثبط	ثَبَّطَ	يُثَبِّطُ	ثُبِّطَ	يُثَبَّطُ
ثخن	ثَخُنَ	يَثْخُنُ	-	-
ثدي	ثَدِيَ	يَثْدَى	-	-
ثرب	ثَرَّبَ	يُثَرِّبُ	ثُرِّبَ	يُثَرَّبُ
ثرثر	ثَرْثَرَ	يُثَرْثِرُ	ثُرْثِرَ	يُثَرْثَرُ
ثرم	ثَرِمَ	يَثْرَمُ	ثُرِمَ	يُثْرَمُ
ثغر	ثَغَرَ	يَثْغَرُ	ثُغِرَ	يُثْغَرُ
ثفر	ثَفَّرَ	يُثَفِّرُ	ثُفِّرَ	يُثَفَّرُ
ثقب	ثَقَّبَ	يُثَقِّبُ	ثُقِّبَ	يُثَقَّبُ
ثقف	ثَقَّفَ	يُثَقِّفُ	ثُقِّفَ	يُثَقَّفُ
ثقل	ثَقَّلَ	يُثَقِّلُ	ثُقِّلَ	يُثَقَّلُ
ثكل	ثَكِلَ	يَثْكَلُ	ثُكِلَ	يُثْكَلُ
ثلث	ثَلَّثَ	يُثَلِّثُ	ثُلِّثَ	يُثَلَّثُ
ثلج	ثَلَّجَ	يُثَلِّجُ	ثُلِّجَ	يُثَلَّجُ
ثلم	ثَلِمَ	يَثْلَمُ	ثُلِمَ	يُثْلَمُ
ثم	ثَمَّ	يَثُمُّ	ثُمَّ	يُثَمُّ
ثمل	ثَمَّلَ	يُثَمِّلُ	ثُمِّلَ	يُثَمَّلُ
ثمن	ثَمَّنَ	يُثَمِّنُ	ثُمِّنَ	يُثَمَّنُ
ثنى	ثَنَّى	يُثَنِّي	ثُنِّيَ	يُثَنَّى
ثور	ثَوَّرَ	يُثَوِّرُ	ثُوِّرَ	يُثَوَّرُ
جاء	جَاءَ	يَجِيءُ	جِيءَ	يُجَاءُ
جاب	جَابَ	يَجُوبُ	جِيبَ	يُجَابُ
جابر	جَابَرَ	يُجَابِرُ	جُوبِرَ	يُجَابَرُ
جابه	جَابَهَ	يُجَابِهُ	جُوبِهَ	يُجَابَهُ
جاد	جَادَ	يَجُودُ	-	-
جادل	جَادَلَ	يُجَادِلُ	جُودِلَ	يُجَادَلُ
جار	جَارَّ	يُجَارُّ	جُورَّ	يُجَارُّ
جارر	جَارَرَ	يُجَارِرُ	جُورِرَ	يُجَارَرُ
جارى	جَارَى	يُجَارِي	جُورِيَ	يُجَارَى
جاز	جَازَ	يَجُوزُ	جِيزَ	يُجَازُ
جازف	جَازَفَ	يُجَازِفُ	جُوزِفَ	يُجَازَفُ
جازى	جَازَى	يُجَازِي	جُوزِيَ	يُجَازَى
جاع	جَاعَ	يَجُوعُ	جِيعَ	يُجَاعُ
جاف	جَافَ	يَجُوفُ	جِيفَ	يُجَافُ
جال	جَالَ	يَجُولُ	جِيلَ	يُجَالُ
جالس	جَالَسَ	يُجَالِسُ	جُولِسَ	يُجَالَسُ
جامع	جَامَعَ	يُجَامِعُ	جُومِعَ	يُجَامَعُ
جامل	جَامَلَ	يُجَامِلُ	جُومِلَ	يُجَامَلُ
جانس	جَانَسَ	يُجَانِسُ	جُونِسَ	يُجَانَسُ
جاهد	جَاهَدَ	يُجَاهِدُ	جُوهِدَ	يُجَاهَدُ
جاهر	جَاهَرَ	يُجَاهِرُ	جُوهِرَ	يُجَاهَرُ
جاوب	جَاوَبَ	يُجَاوِبُ	جُووِبَ	يُجَاوَبُ
جاور	جَاوَرَ	يُجَاوِرُ	جُووِرَ	يُجَاوَرُ
جاوز	جَاوَزَ	يُجَاوِزُ	جُووِزَ	يُجَاوَزُ
جاول	جَاوَلَ	يُجَاوِلُ	جُووِلَ	يُجَاوَلُ
جب	جَبَّ	يَجُبُّ	جُبَّ	يُجَبُّ
جبر	جَبَّرَ	يُجَبِّرُ	جُبِّرَ	يُجَبَّرُ
جبس	جَبَّسَ	يُجَبِّسُ	جُبِّسَ	يُجَبَّسُ
جبل	جَبَلَ	يَجْبِلُ	جُبِلَ	يُجْبَلُ
جبن	جَبُنَ	يَجْبُنُ	-	-
جبه	جَبَهَ	يَجْبَهُ	جُبِهَ	يُجْبَهُ
جبى	جَبَى	يَجْبِي	جُبِيَ	يُجْبَى
جثا	جَثَا	يَجْثُو	-	-
جثم	جَثَّمَ	يُجَثِّمُ	جُثِّمَ	يُجَثَّمُ
جحظ	جَحَظَ	يَجْحَظُ	جُحِظَ	يُجْحَظُ
جحف	جَحَفَ	يَجْحَفُ	جُحِفَ	يُجْحَفُ
جحفل	جَحْفَلَ	يُجَحْفِلُ	جُحْفِلَ	يُجَحْفَلُ
جحل	جَحَلَ	يَجْحَلُ	جُحِلَ	يُجْحَلُ
جحم	جَحَّمَ	يُجَحِّمُ	جُحِّمَ	يُجَحَّمُ
جخى	جَخَّى	يُجَخِّي	-	-
جد	جَدَّ	يَجِدُّ	-	-
جدد	جَدَّدَ	يُجَدِّدُ	جُدِّدَ	يُجَدَّدُ
جدر	جَدَّرَ	يُجَدِّرُ	جُدِّرَ	يُجَدَّرُ
جدع	جَدَعَ	يَجْدَعُ	جُدِعَ	يُجْدَعُ
جدف	جَدَّفَ	يُجَدِّفُ	جُدِّفَ	يُجَدَّفُ
جدل	جَدَّلَ	يُجَدِّلُ	جُدِّلَ	يُجَدَّلُ
جدول	جَدْوَلَ	يُجَدْوِلُ	جُدْوِلَ	يُجَدْوَلُ
جذب	جَذَبَ	يَجْذِبُ	جُذِبَ	يُجْذَبُ
جذر	جَذَّرَ	يُجَذِّرُ	جُذِّرَ	يُجَذَّرُ
جذع	جَذَّعَ	يُجَذِّعُ	جُذِّعَ	يُجَذَّعُ
جر	جَرَّ	يَجُرُّ	جُرَّ	يُجَرُّ
جرؤ	جَرُؤَ	يَجْرُؤُ	جُرِئَ	يُجْرَأُ
جرب	جَرَّبَ	يُجَرِّبُ	جُرِّبَ	يُجَرَّبُ
جرجر	جَرْجَرَ	يُجَرْجِرُ	جُرْجِرَ	يُجَرْجَرُ
جرح	جَرَّحَ	يُجَرِّحُ	جُرِّحَ	يُجَرَّحُ
جرد	جَرَّدَ	يُجَرِّدُ	جُرِّدَ	يُجَرَّدُ
جرس	جَرَسَ	يَجْرِسُ	جُرِسَ	يُجْرَسُ
جرع	جَرَّعَ	يُجَرِّعُ	جُرِّعَ	يُجَرَّعُ
جرف	جَرَّفَ	يُجَرِّفُ	جُرِّفَ	يُجَرَّفُ
جرم	جَرَّمَ	يُجَرِّمُ	جُرِّمَ	يُجَرَّمُ
جرن	جَرَنَ	يَجْرُنُ	جُرِنَ	يُجْرَنُ
جرى	جَرَى	يَجْرِي	جُرِيَ	يُجْرَى
جز	جَزَّ	يَجُزُّ	جُزَّ	يُجَزُّ
جزح	جَزَحَ	يَجْزَحُ	-	-
جزر	جَزَرَ	يَجْزُرُ	جُزِرَ	يُجْزَرُ
جزع	جَزِعَ	يَجْزَعُ	جُزِعَ	يُجْزَعُ
جزل	جَزِلَ	يَجْزَلُ	جُزِلَ	يُجْزَلُ
جزم	جَزَمَ	يَجْزِمُ	جُزِمَ	يُجْزَمُ
جزى	جَزَى	يَجْزِي	جُزِيَ	يُجْزَى
جس	جَسَّ	يَجُسُّ	جُسَّ	يُجَسُّ
جسأ	جَسَأَ	يَجْسَأُ	-	-
جسد	جَسَّدَ	يُجَسِّدُ	جُسِّدَ	يُجَسَّدُ
جسر	جَسَرَ	يَجْسُرُ	جُسِرَ	يُجْسَرُ
جسم	جَسَّمَ	يُجَسِّمُ	جُسِّمَ	يُجَسَّمُ
جص	جَصَّ	يَجُصُّ	جُصَّ	يُجَصُّ
جعجع	جَعْجَعَ	يُجَعْجِعُ	جُعْجِعَ	يُجَعْجَعُ
جعد	جَعَّدَ	يُجَعِّدُ	جُعِّدَ	يُجَعَّدُ
جعر	جَعَرَ	يَجْعَرُ	-	-
جعل	جَعَلَ	يَجْعَلُ	جُعِلَ	يُجْعَلُ
جف	جَفَّ	يَجِفُّ	-	-
جفأ	جَفَأَ	يَجْفَأُ	جُفِئَ	يُجْفَأُ
جفا	جَفَا	يَجْفُو	جُفِيَ	يُجْفَى
جفف	جَفَّفَ	يُجَفِّفُ	جُفِّفَ	يُجَفَّفُ
جل	جَلَّ	يَجِلُّ	-	-
جلب	جَلَّبَ	يُجَلِّبُ	جُلِّبَ	يُجَلَّبُ
جلبب	جَلْبَبَ	يُجَلْبِبُ	جُلْبِبَ	يُجَلْبَبُ
جلجل	جَلْجَلَ	يُجَلْجِلُ	-	-
جلخ	جَلَّخَ	يُجَلِّخُ	جُلِّخَ	يُجَلَّخُ
جلد	جَلَّدَ	يُجَلِّدُ	جُلِّدَ	يُجَلَّدُ
جلس	جَلَسَ	يَجْلِسُ	جُلِسَ	يُجْلَسُ
جلف	جَلَفَ	يَجْلُفُ	جُلِفَ	يُجْلَفُ
جلل	جَلَّلَ	يُجَلِّلُ	جُلِّلَ	يُجَلَّلُ
جلى	جَلَّى	يُجَلِّي	جُلِّيَ	يُجَلَّى
جمد	جَمَّدَ	يُجَمِّدُ	جُمِّدَ	يُجَمَّدُ
جمر	جَمَّرَ	يُجَمِّرُ	جُمِّرَ	يُجَمَّرُ
جمز	جَمَزَ	يَجْمِزُ	جُمِزَ	يُجْمَزُ
جمع	جَمَّعَ	يُجَمِّعُ	جُمِّعَ	يُجَمَّعُ
جمل	جَمَّلَ	يُجَمِّلُ	جُمِّلَ	يُجَمَّلُ
جمهر	جَمْهَرَ	يُجَمْهِرُ	جُمْهِرَ	يُجَمْهَرُ
جن	جَنَّ	يَجُنُّ	جُنَّ	يُجَنُّ
جنب	جَنَّبَ	يُجَنِّبُ	جُنِّبَ	يُجَنَّبُ
جندر	جَنْدَرَ	يُجَنْدِرُ	جُنْدِرَ	يُجَنْدَرُ
جنس	جَنَّسَ	يُجَنِّسُ	جُنِّسَ	يُجَنَّسُ
جنسن	جَنْسَنَ	يُجَنْسِنُ	جُنْسِنَ	يُجَنْسَنُ
جنن	جَنَّنَ	يُجَنِّنُ	جُنِّنَ	يُجَنَّنُ
جنى	جَنَى	يَجْنِي	جُنِيَ	يُجْنَى
جهد	جَهَدَ	يَجْهَدُ	جُهِدَ	يُجْهَدُ
جهر	جَهَرَ	يَجْهَرُ	جُهِرَ	يُجْهَرُ
جهز	جَهَّزَ	يُجَهِّزُ	جُهِّزَ	يُجَهَّزُ
جهل	جَهَّلَ	يُجَهِّلُ	جُهِّلَ	يُجَهَّلُ
جوز	جَوَّزَ	يُجَوِّزُ	جُوِّزَ	يُجَوَّزُ
جوع	جَوَّعَ	يُجَوِّعُ	جُوِّعَ	يُجَوَّعُ
جوف	جَوِفَ	يَجْوَفُ	جُوِّفَ	يُجَوَّفُ
جوق	جَوَّقَ	يُجَوِّقُ	جُوِّقَ	يُجَوَّقُ
جيب	جَيَّبَ	يُجَيِّبُ	جُيِّبَ	يُجَيَّبُ
جير	جَيَّرَ	يُجَيِّرُ	جُيِّرَ	يُجَيَّرُ
جيش	جَيَّشَ	يُجَيِّشُ	جُيِّشَ	يُجَيَّشُ
حابى	حَابَى	يُحَابِي	حُوبِيَ	يُحَابَى
حاج	حَاجَّ	يُحَاجُّ	حُوجَّ	يُحَاجُّ
حاجج	حَاجَجَ	يُحَاجِجُ	حُوجِجَ	يُحَاجَجُ
حاجز	حَاجَزَ	يُحَاجِزُ	حُوجِزَ	يُحَاجَزُ
حاد	حَادَ	يَحِيدُ	حِيدَ	يُحَادُ
حادث	حَادَثَ	يُحَادِثُ	حُودِثَ	يُحَادَثُ
حاذ	حَاذَ	يَحُوذُ	حِيذَ	يُحَاذُ
حاذى	حَاذَى	يُحَاذِي	حُوذِيَ	يُحَاذَى
حار	حَارَ	يَحُورُ	حِيرَ	يُحَارُ
حارب	حَارَبَ	يُحَارِبُ	حُورِبَ	يُحَارَبُ
حاز	حَازَ	يَحُوزُ	حِيزَ	يُحَازُ
حاسب	حَاسَبَ	يُحَاسِبُ	حُوسِبَ	يُحَاسَبُ
حاص	حَاصَّ	يُحَاصُّ	حُوصَّ	يُحَاصُّ
حاصر	حَاصَرَ	يُحَاصِرُ	حُوصِرَ	يُحَاصَرُ
حاض	حَاضَّ	يُحَاضُّ	حُوضَّ	يُحَاضُّ
حاضر	حَاضَرَ	يُحَاضِرُ	حُوضِرَ	يُحَاضَرُ
حاط	حَاطَ	يَحُوطُ	حِيطَ	يُحَاطُ
حاف	حَافَ	يَحِيفُ	حِيفَ	يُحَافُ
حافظ	حَافَظَ	يُحَافِظُ	حُوفِظَ	يُحَافَظُ
حاق	حَاقَّ	يُحَاقُّ	حُوقِقَ	يُحَاقُّ
حاقق	حَاقَقَ	يُحَاقِقُ	حُوقِقَ	يُحَاقَقُ
حاك	حَاكَ	يَحُوكُ	حِيكَ	يُحَاكُ
حاكى	حَاكَى	يُحَاكِي	حُوكِيَ	يُحَاكَى
حال	حَالَ	يَحُولُ	حِيلَ	يُحَالُ
حام	حَامَ	يَحُومُ	حِيمَ	يُحَامُ
حامى	حَامَى	يُحَامِي	حُومِيَ	يُحَامَى
حان	حَانَ	يَحِينُ	حِينَ	يُحَانُ
حاور	حَاوَرَ	يُحَاوِرُ	حُووِرَ	يُحَاوَرُ
حاوط	حَاوَطَ	يُحَاوِطُ	حُووِطَ	يُحَاوَطُ
حاول	حَاوَلَ	يُحَاوِلُ	حُووِلَ	يُحَاوَلُ
حايث	حَايَثَ	يُحَايِثُ	حُويِثَ	يُحَايَثُ
حايد	حَايَدَ	يُحَايِدُ	حُويِدَ	يُحَايَدُ
حاين	حَايَنَ	يُحَايِنُ	حُويِنَ	يُحَايَنُ
حب	حَبَّ	يَحَبُّ	حُبَّ	يُحَبُّ
حبا	حَبَا	يَحْبُو	حُبِيَ	يُحْبَى
حبب	حَبَّبَ	يُحَبِّبُ	حُبِّبَ	يُحَبَّبُ
حبذ	حَبَّذَ	يُحَبِّذُ	حُبِّذَ	يُحَبَّذُ
حبر	حَبَّرَ	يُحَبِّرُ	حُبِّرَ	يُحَبَّرُ
حبس	حَبَّسَ	يُحَبِّسُ	حُبِّسَ	يُحَبَّسُ
حبش	حَبَّشَ	يُحَبِّشُ	حُبِّشَ	يُحَبَّشُ
حبط	حَبِطَ	يَحْبَطُ	حُبِطَ	يُحْبَطُ
حبق	حَبَقَ	يَحْبِقُ	حُبِقَ	يُحْبَقُ
حبل	حَبَّلَ	يُحَبِّلُ	حُبِّلَ	يُحَبَّلُ
حبن	حَبِنَ	يَحْبَنُ	حُبِنَ	يُحْبَنُ
حث	حَثَّ	يَحُثُّ	حُثَّ	يُحَثُّ
حج	حَجَّ	يَحُجُّ	حُجَّ	يُحَجُّ
حجب	حَجَّبَ	يُحَجِّبُ	حُجِّبَ	يُحَجَّبُ
حجر	حَجَّرَ	يُحَجِّرُ	حُجِّرَ	يُحَجَّرُ
حجز	حَجَزَ	يَحْجِزُ	حُجِزَ	يُحْجَزُ
حجل	حَجَّلَ	يُحَجِّلُ	حُجِّلَ	يُحَجَّلُ
حجم	حَجَمَ	يَحْجُمُ	حُجِمَ	يُحْجَمُ
حجن	حَجَنَ	يَحْجِنُ	حُجِنَ	يُحْجَنُ
حد	حَدَّ	يَحِدُّ	حُدَّ	يُحَدُّ
حدا	حَدَا	يَحْدُو	حُدِيَ	يُحْدَى
حدث	حَدَّثَ	يُحَدِّثُ	حُدِّثَ	يُحَدَّثُ
حدج	حَدَّجَ	يُحَدِّجُ	حُدِّجَ	يُحَدَّجُ
حدد	حَدَّدَ	يُحَدِّدُ	حُدِّدَ	يُحَدَّدُ
حدس	حَدَسَ	يَحْدُسُ	حُدِسَ	يُحْدَسُ
حدق	حَدَّقَ	يُحَدِّقُ	حُدِّقَ	يُحَدَّقُ
حذر	حَذَّرَ	يُحَذِّرُ	حُذِّرَ	يُحَذَّرُ
حذف	حَذَّفَ	يُحَذِّفُ	حُذِّفَ	يُحَذَّفُ
حذفر	حَذْفَرَ	يُحَذْفِرُ	حُذْفِرَ	يُحَذْفَرُ
حذلق	حَذْلَقَ	يُحَذْلِقُ	حُذْلِقَ	يُحَذْلَقُ
حرب	حَرِبَ	يَحْرَبُ	-	-
حرث	حَرَثَ	يَحْرُثُ	حُرِثَ	يُحْرَثُ
حرج	حَرَّجَ	يُحَرِّجُ	حُرِّجَ	يُحَرَّجُ
حرجل	حَرْجَلَ	يُحَرْجِلُ	حُرْجِلَ	يُحَرْجَلُ
حرر	حَرَّرَ	يُحَرِّرُ	حُرِّرَ	يُحَرَّرُ
حرز	حَرَزَ	يَحْرُزُ	حُرِزَ	يُحْرَزُ
حرس	حَرِسَ	يَحْرَسُ	حُرِسَ	يُحْرَسُ
حرش	حَرَّشَ	يُحَرِّشُ	حُرِّشَ	يُحَرَّشُ
حرص	حَرِصَ	يَحْرَصُ	حُرِصَ	يُحْرَصُ
حرض	حَرَّضَ	يُحَرِّضُ	حُرِّضَ	يُحَرَّضُ
حرف	حَرَّفَ	يُحَرِّفُ	حُرِّفَ	يُحَرَّفُ
حرق	حَرَّقَ	يُحَرِّقُ	حُرِّقَ	يُحَرَّقُ
حرك	حَرَّكَ	يُحَرِّكُ	حُرِّكَ	يُحَرَّكُ
حرم	حَرَّمَ	يُحَرِّمُ	حُرِّمَ	يُحَرَّمُ
حرى	حَرَى	يَحْرِي	حُرِيَ	يُحْرَى
حز	حَزَّ	يَحُزُّ	حُزَّ	يُحَزُّ
حزب	حَزَبَ	يَحْزُبُ	حُزِبَ	يُحْزَبُ
حزر	حَزَّرَ	يُحَزِّرُ	حُزِّرَ	يُحَزَّرُ
حزم	حَزَّمَ	يُحَزِّمُ	حُزِّمَ	يُحَزَّمُ
حزن	حَزُنَ	يَحْزُنُ	حُزِنَ	يُحْزَنُ
حس	حَسَّ	يَحَسُّ	حُسَّ	يُحَسُّ
حسب	حَسُبَ	يَحْسُبُ	حُسِبَ	يُحْسَبُ
حسد	حَسَدَ	يَحْسُدُ	حُسِدَ	يُحْسَدُ
حسر	حَسَرَ	يَحْسُرُ	حُسِرَ	يُحْسَرُ
حسم	حَسَمَ	يَحْسِمُ	حُسِمَ	يُحْسَمُ
حسن	حَسَّنَ	يُحَسِّنُ	حُسِّنَ	يُحَسَّنُ
حش	حَشَّ	يَحُشُّ	حُشَّ	يُحَشُّ
حشد	حَشَّدَ	يُحَشِّدُ	حُشِّدَ	يُحَشَّدُ
حشر	حَشَرَ	يَحْشِرُ	حُشِرَ	يُحْشَرُ
حشش	حَشَّشَ	يُحَشِّشُ	-	-
حشف	حَشَّفَ	يُحَشِّفُ	حُشِّفَ	يُحَشَّفُ
حشم	حَشَّمَ	يُحَشِّمُ	حُشِّمَ	يُحَشَّمُ
حصب	حَصَّبَ	يُحَصِّبُ	حُصِّبَ	يُحَصَّبُ
حصحص	حَصْحَصَ	يُحَصْحِصُ	-	-
حصد	حَصَدَ	يَحْصُدُ	حُصِدَ	يُحْصَدُ
حصر	حَصِرَ	يَحْصَرُ	حُصِرَ	يُحْصَرُ
حصرم	حَصْرَمَ	يُحَصْرِمُ	حُصْرِمَ	يُحَصْرَمُ
حصل	حَصَلَ	يَحْصُلُ	حُصِلَ	يُحْصَلُ
حصن	حَصَّنَ	يُحَصِّنُ	حُصِّنَ	يُحَصَّنُ
حض	حَضَّ	يَحُضُّ	حُضَّ	يُحَضُّ
حضر	حَضَّرَ	يُحَضِّرُ	حُضِّرَ	يُحَضَّرُ
حضض	حَضَّضَ	يُحَضِّضُ	حُضِّضَ	يُحَضَّضُ
حضن	حَضَنَ	يَحْضُنُ	حُضِنَ	يُحْضَنُ
حط	حَطَّ	يَحُطُّ	حُطَّ	يُحَطُّ
حطم	حَطَّمَ	يُحَطِّمُ	حُطِّمَ	يُحَطَّمُ
حظ	حَظَّ	يَحَظُّ	حُظَّ	يُحَظُّ
حظر	حَظَّرَ	يُحَظِّرُ	حُظِّرَ	يُحَظَّرُ
حظل	حَظِلَ	يَحْظَلُ	حُظِلَ	يُحْظَلُ
حظي	حَظِيَ	يَحْظَى	حُظِيَ	يُحْظَى
حف	حَفَّ	يَحِفُّ	حُفَّ	يُحَفُّ
حفر	حَفَرَ	يَحْفِرُ	حُفِرَ	يُحْفَرُ
حفز	حَفَّزَ	يُحَفِّزُ	حُفِّزَ	يُحَفَّزُ
حفش	حَفِشَ	يَحْفَشُ	حُفِشَ	يُحْفَشُ
حفظ	حَفَّظَ	يُحَفِّظُ	حُفِّظَ	يُحَفَّظُ
حفل	حَفَّلَ	يُحَفِّلُ	حُفِّلَ	يُحَفَّلُ
حفي	حَفِيَ	يَحْفَى	حُفِيَ	يُحْفَى
حق	حَقَّ	يَحُقُّ	حُقَّ	يُحَقُّ
حقب	حَقَبَ	يَحْقَبُ	حُقِبَ	يُحْقَبُ
حقد	حَقَدَ	يَحْقِدُ	حُقِدَ	يُحْقَدُ
حقر	حَقَّرَ	يُحَقِّرُ	حُقِّرَ	يُحَقَّرُ
حقق	حَقَّقَ	يُحَقِّقُ	حُقِّقَ	يُحَقَّقُ
حقل	حَقِلَ	يَحْقَلُ	حُقِلَ	يُحْقَلُ
حقن	حَقَنَ	يَحْقِنُ	حُقِنَ	يُحْقَنُ
حك	حَكَّ	يَحُكُّ	حُكَّ	يُحَكُّ
حكا	حَكَا	يَحْكُو	حُكِيَ	يُحْكَى
حكم	حَكَّمَ	يُحَكِّمُ	حُكِّمَ	يُحَكَّمُ
حكى	حَكَى	يَحْكِي	حُكِيَ	يُحْكَى
حل	حَلَّ	يَحِلُّ	حُلَّ	يُحَلُّ
حلا	حَلَا	يَحْلُو	حُلِيَ	يُحْلَى
حلب	حَلِبَ	يَحْلَبُ	حُلِبَ	يُحْلَبُ
حلس	حَلَسَ	يَحْلِسُ	حُلِسَ	يُحْلَسُ
حلف	حَلَّفَ	يُحَلِّفُ	حُلِّفَ	يُحَلَّفُ
حلق	حَلَّقَ	يُحَلِّقُ	حُلِّقَ	يُحَلَّقُ
حلل	حَلَّلَ	يُحَلِّلُ	حُلِّلَ	يُحَلَّلُ
حلم	حَلُمَ	يَحْلُمُ	حُلِمَ	يُحْلَمُ
حلى	حَلَى	يَحْلِي	-	-
حلي	حَلِيَ	يَحْلَى	حُلِيَ	يُحْلَى
حم	حَمَّ	يَحُمُّ	حُمَّ	يُحَمُّ
حمحم	حَمْحَمَ	يُحَمْحِمُ	-	-
حمد	حَمِدَ	يَحْمَدُ	حُمِدَ	يُحْمَدُ
حمدل	حَمْدَلَ	يُحَمْدِلُ	حُمْدِلَ	يُحَمْدَلُ
حمر	حَمَّرَ	يُحَمِّرُ	حُمِّرَ	يُحَمَّرُ
حمص	حَمَّصَ	يُحَمِّصُ	حُمِّصَ	يُحَمَّصُ
حمض	حَمَّضَ	يُحَمِّضُ	حُمِّضَ	يُحَمَّضُ
حمق	حَمَّقَ	يُحَمِّقُ	حُمِّقَ	يُحَمَّقُ
حمل	حَمَّلَ	يُحَمِّلُ	حُمِّلَ	يُحَمَّلُ
حملق	حَمْلَقَ	يُحَمْلِقُ	حُمْلِقَ	يُحَمْلَقُ
حمى	حَمَى	يَحْمِي	حُمِيَ	يُحْمَى
حمي	حَمِيَ	يَحْمَى	حُمِيَ	يُحْمَى
حن	حَنَّ	يَحِنُّ	حُنَّ	يُحَنُّ
حنأ	حَنَّأَ	يُحَنِّئُ	حُنِّئَ	يُحَنَّأُ
