# lemma(infinitive)	V;NFIN	V;GER	V;PTCP;MASC;SG	V;PTCP;FEM;SG	V;PTCP;MASC;PL	V;PTCP;FEM;PL	V;IND;PRS;1;SG	V;IND;PRS;1;PL	V;IND;PRS;2;SG	V;IND;PRS;2;PL	V;IND;PRS;3;SG	V;IND;PRS;3;PL	V;IND;IPFV;1;SG	V;IND;IPFV;1;PL	V;IND;IPFV;2;SG	V;IND;IPFV;2;PL	V;IND;IPFV;3;SG	V;IND;IPFV;3;PL	V;IND;PRET;1;SG	V;IND;PRET;1;PL	V;IND;PRET;2;SG	V;IND;PRET;2;PL	V;IND;PRET;3;SG	V;IND;PRET;3;PL	V;IND;PLUP;1;SG	V;IND;PLUP;1;PL	V;IND;PLUP;2;SG	V;IND;PLUP;2;PL	V;IND;PLUP;3;SG	V;IND;PLUP;3;PL	V;IND;FUT;1;SG	V;IND;FUT;1;PL	V;IND;FUT;2;SG	V;IND;FUT;2;PL	V;IND;FUT;3;SG	V;IND;FUT;3;PL	V;COND;1;SG	V;COND;1;PL	V;COND;2;SG	V;COND;2;PL	V;COND;3;SG	V;COND;3;PL	V;SBJV;PRS;1;SG	V;SBJV;PRS;1;PL	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL	V;SBJV;PRS;3;SG	V;SBJV;PRS;3;PL	V;SBJV;PST;1;SG	V;SBJV;PST;1;PL	V;SBJV;PST;2;SG	V;SBJV;PST;2;PL	V;SBJV;PST;3;SG	V;SBJV;PST;3;PL	V;SBJV;FUT;1;SG	V;SBJV;FUT;1;PL	V;SBJV;FUT;2;SG	V;SBJV;FUT;2;PL	V;SBJV;FUT;3;SG	V;SBJV;FUT;3;PL	V;INF;1;SG	V;INF;1;PL	V;INF;2;SG	V;INF;2;PL	V;INF;3;SG	V;INF;3;PL	V;IMP;2;SG	V;IMP;2;PL  ("-" = productive default)
começar	-	-	-	-	-	-	-	-	-	-	-	começam	começava	começávamos	começavas	começávades	começava	começavam	comecei	-	começache	-	-	começaram	-	começáramos	-	começárades	-	começaram	-	-	-	-	-	começarám	começaria	começaríamos	começarias	começaríades	começaria	começariam	comece	comecemos	comeces	comecedes	comece	comecem	começasse	começássemos	começasses	começássedes	começasse	começassem	-	-	-	-	-	começarem	-	-	-	-	-	começarem	-	-
compangar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	companguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	compangue	companguemos	compangues	companguedes	compangue	companguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
competir	-	-	-	-	-	-	compito	-	-	-	-	competem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	compita	compitamos	compitas	compitades	compita	compitam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
complicar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	compliquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	complique	compliquemos	compliques	compliquedes	complique	compliquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
compoñer	-	-	composto	composta	compostos	compostas	-	-	compós	-	compón	-	-	-	-	-	-	-	compuxen	compuxemos	compuxeches	compuxestes	compuxo	compuxeron	compuxera	compuxeramos	compuxeras	compuxerades	compuxera	compuxeran	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	compuxese	compuxésemos	compuxeses	compuxésedes	compuxese	compuxesen	compuxer	compuxermos	compuxeres	compuxerdes	compuxer	compuxeren	-	-	-	-	-	-	compón	-
compracer	-	-	-	-	-	-	comprazo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	compraza	comprazamos	comprazas	comprazades	compraza	comprazan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
comunicar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	comuniquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	comunique	comuniquemos	comuniques	comuniquedes	comunique	comuniquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
concernir	-	-	-	-	-	-	concirno	-	-	-	-	concernem	concernia	concerníamos	concernias	concerníades	-	-	concerni	-	concerniche	-	-	-	-	concerníramos	-	concernírades	-	-	-	-	-	-	-	-	concerniria	concerniríamos	concernirias	concerniríades	-	-	concirna	concirnamos	concirnas	concirnades	concirna	concirnam	concernisse	concerníssemos	concernisses	concerníssedes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
concretizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	concreticen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
conducir	-	-	-	-	-	-	conduzo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	conduza	conduzamos	conduzas	conduzades	conduza	conduzan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
conferir	-	-	-	-	-	-	confiro	-	-	-	-	conferem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	confira	confiramos	confiras	confirades	confira	confiram	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
confessar	-	-	-	-	-	-	-	-	-	-	-	confessam	confessava	confessávamos	confessavas	confessávades	confessava	confessavam	-	-	confessache	-	-	confessaram	-	confessáramos	-	confessárades	-	confessaram	-	-	-	-	-	confessarám	confessaria	confessaríamos	confessarias	confessaríades	confessaria	confessariam	-	-	-	-	-	confessem	confessasse	confessássemos	confessasses	confessássedes	confessasse	confessassem	-	-	-	-	-	confessarem	-	-	-	-	-	confessarem	-	-
conjugar	-	-	-	-	-	-	-	-	-	-	-	conjugam	conjugava	conjugávamos	conjugavas	conjugávades	conjugava	conjugavam	conjuguei	-	conjugache	-	-	conjugaram	-	conjugáramos	-	conjugárades	-	conjugaram	-	-	-	-	-	conjugarám	conjugaria	conjugaríamos	conjugarias	conjugaríades	conjugaria	conjugariam	conjugue	conjuguemos	conjugues	conjuguedes	conjugue	conjuguem	conjugasse	conjugássemos	conjugasses	conjugássedes	conjugasse	conjugassem	-	-	-	-	-	conjugarem	-	-	-	-	-	conjugarem	-	-
conseguir	-	-	-	-	-	-	consigo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	consiga	consigamos	consigas	consigades	consiga	consigam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
consumir	-	-	-	-	-	-	-	-	consomes	-	consome	consomem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
conter	-	-	-	-	-	-	contenho	-	conténs	-	contém	contenhem	continha	contiñamos	continhas	contiñades	continha	continham	contive	contivemos	contiveche	contivestes	conteve	contiveram	contivera	contiveramos	contiveras	contiverades	contivera	contiveram	-	-	-	-	-	-	-	-	-	-	-	-	contenha	contenhamos	contenhas	contenhades	contenha	contenham	contivese	contivésemos	contiveses	contivésedes	contivese	contivesen	contiver	contivermos	contiveres	contiverdes	contiver	contiverem	-	-	-	-	-	-	contém	-
contextualizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	contextualicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
continuar	-	-	-	-	-	-	-	-	-	-	-	continuam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	continuem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
contraatacar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	contraataquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	contraataque	contraataquemos	contraataques	contraataquedes	contraataque	contraataquen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
contradicir	-	-	contradito	contradita	contraditos	contraditas	contradigo	-	contradís	-	contradí	contradín	-	-	-	-	-	-	contradixen	contradixemos	contradixeches	contradixestes	contradixo	contradixeron	contradixera	contradixeramos	contradixeras	contradixerades	contradixera	contradixeran	contradirei	contradiremos	contradirás	contradiredes	contradirá	contradirán	contradiría	contradiriamos	contradirías	contradiriades	contradiría	contradirían	contradiga	contradigamos	contradigas	contradigades	contradiga	contradigan	contradixese	contradixésemos	contradixeses	contradixésedes	contradixese	contradixesen	contradixer	contradixermos	contradixeres	contradixerdes	contradixer	contradixeren	-	-	-	-	-	-	contradí	-
contrapoñer	-	-	contraposto	contraposta	contrapostos	contrapostas	-	-	contrapós	-	contrapón	-	-	-	-	-	-	-	contrapuxen	contrapuxemos	contrapuxeches	contrapuxestes	contrapuxo	contrapuxeron	contrapuxera	contrapuxeramos	contrapuxeras	contrapuxerades	contrapuxera	contrapuxeran	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	contrapuxese	contrapuxésemos	contrapuxeses	contrapuxésedes	contrapuxese	contrapuxesen	contrapuxer	contrapuxermos	contrapuxeres	contrapuxerdes	contrapuxer	contrapuxeren	-	-	-	-	-	-	contrapón	-
convir	-	-	convindo	convinda	convindos	convindas	convenho	-	convéns	-	convém	convenhem	convinha	conviñamos	convinhas	conviñades	convinha	convinham	-	conviemos	convieste	conviestes	conveio	convieram	conviera	convinhéramos	convieras	convinhérades	conviera	convieram	-	-	-	-	-	-	-	-	-	-	-	-	convenha	convenhamos	convenhas	convenhades	convenha	convenham	conviesse	convinhéssemos	conviesses	convinhéssedes	conviesse	conviessem	convier	conviermos	convieres	convierdes	convier	convierem	-	-	-	-	-	-	convém	-
convocar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	convoquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	convoque	convoquemos	convoques	convoquedes	convoque	convoquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
conxugar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	conxuguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	conxugue	conxuguemos	conxugues	conxuguedes	conxugue	conxuguen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
coriscar	-	-	-	-	-	-	-	-	-	-	-	coriscam	coriscava	coriscávamos	coriscavas	coriscávades	-	coriscavam	corisquei	-	coriscache	-	-	coriscaram	-	coriscáramos	-	coriscárades	-	coriscaram	-	-	-	-	-	coriscarám	coriscaria	coriscaríamos	coriscarias	coriscaríades	-	coriscariam	corisque	corisquemos	corisques	corisquedes	corisque	corisquem	coriscasse	coriscássemos	coriscasses	coriscássedes	-	coriscassem	-	-	-	-	-	coriscarem	-	-	-	-	-	coriscarem	-	-
corrigir	-	-	-	-	-	-	corrijo	-	-	-	-	corrigem	corrigia	corrigíamos	corrigias	corrigíades	corrigia	corrigiam	corrigi	-	corrigiche	-	-	corrigiram	-	corrigíramos	-	corrigírades	-	corrigiram	-	-	-	-	-	corrigirám	corrigiria	corrigiríamos	corrigirias	corrigiríades	corrigiria	corrigiriam	corrija	corrijamos	corrijas	corrijades	corrija	corrijam	corrigisse	corrigíssemos	corrigisses	corrigíssedes	corrigisse	corrigissem	-	-	-	-	-	corrigirem	-	-	-	-	-	corrigirem	-	-
corroer	-	-	corroído	corroída	corroídos	corroídas	-	-	-	-	-	-	-	corroíamos	-	corroíades	-	-	-	-	corroeche	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	corroam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
coxicar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	coxiquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	coxique	coxiquemos	coxiques	coxiquedes	coxique	coxiquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
coxilicar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	coxiliquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	coxilique	coxiliquemos	coxiliques	coxiliquedes	coxilique	coxiliquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
cozar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	cocei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	coce	cocemos	coces	cocedes	coce	cocen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
coñecer	-	-	-	-	-	-	coñezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	coñeza	coñezamos	coñezas	coñezades	coñeza	coñezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
crecer	-	-	-	-	-	-	crezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	creza	crezamos	crezas	crezades	creza	crezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
crer	-	-	-	-	-	-	creio	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	crea	creamos	creas	creades	crea	cream	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
criar	-	-	-	-	-	-	-	-	-	-	-	criam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	criem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
criminalizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	criminalicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
cristianizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	cristianicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
criticar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	critiquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	critique	critiquemos	critiques	critiquedes	critique	critiquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
crucificar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	crucifiquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	crucifique	crucifiquemos	crucifiques	crucifiquedes	crucifique	crucifiquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
cubrir	-	-	coberto	coberta	cobertos	cobertas	-	-	cobres	-	cobre	cobren	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
cucar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	cuquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	cuque	cuquemos	cuques	cuquedes	cuque	cuquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
cuincar	-	-	-	-	-	-	cuínco	-	cuíncas	-	cuínca	cuíncan	-	-	-	-	-	-	cuinquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	cuínque	cuinquemos	cuínques	cuinquedes	cuínque	cuínquen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	cuínca	-
cuspir	-	-	-	-	-	-	-	-	cospes	-	cospe	cospem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
danzar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dancei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dance	dancemos	dances	dancedes	dance	dancen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dar	-	-	-	-	-	-	dou	-	dás	-	dá	-	-	-	-	-	-	-	-	demos	deche	destes	deu	deram	dera	deramos	deras	derades	dera	deram	-	-	-	-	-	-	-	-	-	-	-	-	dea	-	deas	-	dea	dean	dese	désemos	deses	désedes	dese	desen	der	dermos	deres	derdes	der	derem	-	-	-	-	-	-	dá	-
debaer	-	-	debaído	debaída	debaídos	debaídas	debaio	-	-	-	-	-	-	debaïamos	-	debaïades	-	-	-	-	debaíches	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	debaia	debaiamos	debaias	debaiades	debaia	debaian	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
debagar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	debaguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	debague	debaguemos	debagues	debaguedes	debague	debaguen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
debruzar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	debrucei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	debruce	debrucemos	debruces	debrucedes	debruce	debrucen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
decer	-	-	-	-	-	-	dezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	deza	dezamos	dezas	dezades	deza	dezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
decrecer	-	-	-	-	-	-	decrezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	decreza	decrezamos	decrezas	decrezades	decreza	decrezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
decruar	-	-	-	-	-	-	-	-	-	-	-	decruam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	decruem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
decuplicar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	decupliquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	decuplique	decupliquemos	decupliques	decupliquedes	decuplique	decupliquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dedicar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dediquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dedique	dediquemos	dediques	dediquedes	dedique	dediquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
deducir	-	-	-	-	-	-	deduzo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	deduza	deduzamos	deduzas	deduzades	deduza	deduzan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
degenerar	-	-	-	-	-	-	-	-	-	-	-	degeneram	degenerava	degenerávamos	degeneravas	degenerávades	degenerava	degeneravam	-	-	degenerache	-	-	degeneraram	-	degeneráramos	-	degenerárades	-	degeneraram	-	-	-	-	-	degenerarám	degeneraria	degeneraríamos	degenerarias	degeneraríades	degeneraria	degenerariam	-	-	-	-	-	degenerem	degenerasse	degenerássemos	degenerasses	degenerássedes	degenerasse	degenerassem	-	-	-	-	-	degenerarem	-	-	-	-	-	degenerarem	-	-
deificar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	deifiquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	deifique	deifiquemos	deifiques	deifiquedes	deifique	deifiquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
demarcar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	demarquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	demarque	demarquemos	demarques	demarquedes	demarque	demarquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
democratizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	democraticen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
demonizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	demonicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
demoucar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	demouquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	demouque	demouquemos	demouques	demouquedes	demouque	demouquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
denegrir	-	-	-	-	-	-	denigro	-	denigres	-	denigre	denigrem	denegria	denegríamos	denegrias	denegríades	-	-	denegri	-	denegriche	-	-	-	-	denegríramos	-	denegrírades	-	-	-	-	-	-	-	-	denegriria	denegriríamos	denegririas	denegriríades	-	-	denigra	denigramos	denigras	denigrades	denigra	denigram	denegrisse	denegríssemos	denegrisses	denegríssedes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	denigre	-
depenicar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	depeniquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	depenique	depeniquemos	depeniques	depeniquedes	depenique	depeniquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
depoñer	-	-	deposto	deposta	depostos	depostas	-	-	depós	-	depón	-	-	-	-	-	-	-	depuxen	depuxemos	depuxeches	depuxestes	depuxo	depuxeron	depuxera	depuxeramos	depuxeras	depuxerades	depuxera	depuxeran	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	depuxese	depuxésemos	depuxeses	depuxésedes	depuxese	depuxesen	depuxer	depuxermos	depuxeres	depuxerdes	depuxer	depuxeren	-	-	-	-	-	-	depón	-
deprecar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	deprequei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	depreque	deprequemos	depreques	deprequedes	depreque	deprequem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
derregar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	derreguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	derregue	derreguemos	derregues	derreguedes	derregue	derreguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
derrucar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	derruquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	derruque	derruquemos	derruques	derruquedes	derruque	derruquen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
desalgar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	desalguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	desalgue	desalguemos	desalgues	desalguedes	desalgue	desalguen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
desaparecer	-	-	-	-	-	-	desaparezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	desapareza	desaparezamos	desaparezas	desaparezades	desapareza	desaparezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
desarraigar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	desarraiguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	desarraigue	desarraiguemos	desarraigues	desarraiguedes	desarraigue	desarraiguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
descarbonizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	descarbonicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
descascar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	descasquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	descasque	descasquemos	descasques	descasquedes	descasque	descasquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
descentralizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	descentralicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
deschoer	-	-	deschoído	deschoída	deschoídos	deschoídas	-	-	-	-	-	-	-	deschoíamos	-	deschoíades	-	-	-	-	deschoeche	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	deschoam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
descobrir	-	-	descoberto	descoberta	descobertos	descobertas	descubro	-	-	-	-	descobrem	descobria	descobríamos	descobrias	descobríades	descobria	descobriam	descobri	-	descobriche	-	-	descobriram	-	descobríramos	-	descobrírades	-	descobriram	-	-	-	-	-	descobrirám	descobriria	descobriríamos	descobririas	descobriríades	descobriria	descobririam	descubra	descubramos	descubras	descubrades	descubra	descubram	descobrisse	descobríssemos	descobrisses	descobríssedes	descobrisse	descobrissem	-	-	-	-	-	descobrirem	-	-	-	-	-	descobrirem	-	-
