# lemma(infinitive)	V;PRS;1;SG	V;PRS;2;SG	V;PRS;3;SG	V;PRS;1;PL	V;PRS;2;PL	V;PRS;3;PL	V;FUT;1;SG	V;FUT;2;SG	V;FUT;3;SG	V;FUT;1;PL	V;FUT;2;PL	V;FUT;3;PL	V;PST;3;SG;MASC	V;PST;3;SG;FEM	V;PST;3;SG;NEUT	V;PST;3;PL;MASC;HUM	V;PST;3;PL	V;IMP;2;SG	V;IMP;1;PL	V;IMP;2;PL	V;NFIN  ("-" = productive default)
podostrzać	podostrzam	podostrzasz	podostrza	podostrzamy	podostrzacie	podostrzają	-	-	-	-	-	-	-	-	-	-	-	podostrzaj	podostrzajmy	podostrzajcie	-
podostrzyć	-	-	-	-	-	-	podostrzę	podostrzysz	podostrzy	podostrzymy	podostrzycie	podostrzą	-	-	-	-	-	podostrz	podostrzmy	podostrzcie	-
podosypywać	-	-	-	-	-	-	podosypuję	podosypujesz	podosypuje	podosypujemy	podosypujecie	podosypują	-	-	-	-	-	podosypuj	podosypujmy	podosypujcie	-
podotykać	-	-	-	-	-	-	podotykam	podotykasz	podotyka	podotykamy	podotykacie	podotykają	-	-	-	-	-	podotykaj	podotykajmy	podotykajcie	-
podowcipkować	-	-	-	-	-	-	podowcipkuję	podowcipkujesz	podowcipkuje	podowcipkujemy	podowcipkujecie	podowcipkują	-	-	-	-	-	podowcipkuj	podowcipkujmy	podowcipkujcie	-
podowiadywać	-	-	-	-	-	-	podowiaduję	podowiadujesz	podowiaduje	podowiadujemy	podowiadujecie	podowiadują	-	-	-	-	-	podowiaduj	podowiadujmy	podowiadujcie	-
podołać	-	-	-	-	-	-	podołam	podołasz	podoła	podołamy	podołacie	podołają	-	-	-	-	-	podołaj	podołajmy	podołajcie	-
podoływać	podoływam	podoływasz	podoływa	podoływamy	podoływacie	podoływają	-	-	-	-	-	-	-	-	-	-	-	podoływaj	podoływajmy	podoływajcie	-
podpadać	podpadam	podpadasz	podpada	podpadamy	podpadacie	podpadają	-	-	-	-	-	-	-	-	-	-	-	podpadaj	podpadajmy	podpadajcie	-
podpajać	podpajam	podpajasz	podpaja	podpajamy	podpajacie	podpajają	-	-	-	-	-	-	-	-	-	-	-	podpajaj	podpajajmy	podpajajcie	-
podpalać	podpalam	podpalasz	podpala	podpalamy	podpalacie	podpalają	-	-	-	-	-	-	-	-	-	-	-	podpalaj	podpalajmy	podpalajcie	-
podpalić	-	-	-	-	-	-	podpalę	podpalisz	podpali	podpalimy	podpalicie	podpalą	-	-	-	-	-	podpal	podpalmy	podpalcie	-
podpasać:Vi	podpasam	podpasasz	podpasa	podpasamy	podpasacie	podpasają	-	-	-	-	-	-	-	podpasała	podpasało	podpasali	podpasały	podpasaj	podpasajmy	podpasajcie	podpasać
podpasać:Vp	-	-	-	-	-	-	podpasam	podpasasz	podpasa	podpasamy	podpasacie	podpasają	-	podpasała	podpasało	podpasali	podpasały	podpasaj	podpasajmy	podpasajcie	podpasać
podpasywać	podpasuję	podpasujesz	podpasuje	podpasujemy	podpasujecie	podpasują	-	-	-	-	-	-	-	-	-	-	-	podpasuj	podpasujmy	podpasujcie	-
podpatrywać	podpatruję	podpatrujesz	podpatruje	podpatrujemy	podpatrujecie	podpatrują	-	-	-	-	-	-	-	-	-	-	-	podpatruj	podpatrujmy	podpatrujcie	-
podpatrzeć	-	-	-	-	-	-	podpatrzę	podpatrzysz	podpatrzy	podpatrzymy	podpatrzycie	podpatrzą	-	podpatrzała	podpatrzało	-	podpatrzały	podpatrz	podpatrzmy	podpatrzcie	-
podpatrzyć	-	-	-	-	-	-	podpatrzę	podpatrzysz	podpatrzy	podpatrzymy	podpatrzycie	podpatrzą	-	-	-	-	-	podpatrz	podpatrzmy	podpatrzcie	-
podpaść:Vp~dnę	-	-	-	-	-	-	podpadnę	podpadniesz	podpadnie	podpadniemy	podpadniecie	podpadną	-	podpadła	podpadło	podpadli	podpadły	podpadnij	podpadnijmy	podpadnijcie	podpadnąć
podpaść:Vp~sę	-	-	-	-	-	-	podpasę	podpasiesz	podpasie	podpasiemy	podpasiecie	podpasą	-	podpasła	podpasło	podpaśli	podpasły	podpaś	podpaśmy	podpaście	podpaść
podpełzać	podpełzam	podpełzasz	podpełza	podpełzamy	podpełzacie	podpełzają	-	-	-	-	-	-	-	-	-	-	-	podpełzaj	podpełzajmy	podpełzajcie	-
podpełznąć	-	-	-	-	-	-	podpełznę	podpełzniesz	podpełznie	podpełzniemy	podpełzniecie	podpełzną	-	podpełznęła	podpełznęło	podpełzli	podpełznęły	podpełznij	podpełznijmy	podpełznijcie	-
podpicować	-	-	-	-	-	-	podpicuję	podpicujesz	podpicuje	podpicujemy	podpicujecie	podpicują	-	-	-	-	-	podpicuj	podpicujmy	podpicujcie	-
podpicowywać	podpicowuję	podpicowujesz	podpicowuje	podpicowujemy	podpicowujecie	podpicowują	-	-	-	-	-	-	-	-	-	-	-	podpicowuj	podpicowujmy	podpicowujcie	-
podpiec	-	-	-	-	-	-	podpiekę	podpieczesz	podpiecze	podpieczemy	podpieczecie	podpieką	-	podpiekła	podpiekło	podpiekli	podpiekły	podpiecz	podpieczmy	podpieczcie	-
podpiekać	podpiekam	podpiekasz	podpieka	podpiekamy	podpiekacie	podpiekają	-	-	-	-	-	-	-	-	-	-	-	podpiekaj	podpiekajmy	podpiekajcie	-
podpielić	-	-	-	-	-	-	podpielę	podpielisz	podpieli	podpielimy	podpielicie	podpielą	-	-	-	-	-	podpiel	podpielmy	podpielcie	-
podpieprzać	podpieprzam	podpieprzasz	podpieprza	podpieprzamy	podpieprzacie	podpieprzają	-	-	-	-	-	-	-	-	-	-	-	podpieprzaj	podpieprzajmy	podpieprzajcie	-
podpieprzyć	-	-	-	-	-	-	podpieprzę	podpieprzysz	podpieprzy	podpieprzymy	podpieprzycie	podpieprzą	-	-	-	-	-	podpieprz	podpieprzmy	podpieprzcie	-
podpierać	podpieram	podpierasz	podpiera	podpieramy	podpieracie	podpierają	-	-	-	-	-	-	-	-	-	-	-	podpieraj	podpierajmy	podpierajcie	-
podpierdalać	podpierdalam	podpierdalasz	podpierdala	podpierdalamy	podpierdalacie	podpierdalają	-	-	-	-	-	-	-	-	-	-	-	podpierdalaj	podpierdalajmy	podpierdalajcie	-
podpierdolić	-	-	-	-	-	-	podpierdolę	podpierdolisz	podpierdoli	podpierdolimy	podpierdolicie	podpierdolą	-	-	-	-	-	podpierdol	podpierdolmy	podpierdolcie	-
podpijać	podpijam	podpijasz	podpija	podpijamy	podpijacie	podpijają	-	-	-	-	-	-	-	-	-	-	-	podpijaj	podpijajmy	podpijajcie	-
podpinać	podpinam	podpinasz	podpina	podpinamy	podpinacie	podpinają	-	-	-	-	-	-	-	-	-	-	-	podpinaj	podpinajmy	podpinajcie	-
podpisać	-	-	-	-	-	-	podpiszę	podpiszesz	podpisze	podpiszemy	podpiszecie	podpiszą	-	-	-	-	-	podpisz	podpiszmy	podpiszcie	-
podpisywać	podpisuję	podpisujesz	podpisuje	podpisujemy	podpisujecie	podpisują	-	-	-	-	-	-	-	-	-	-	-	podpisuj	podpisujmy	podpisujcie	-
podpiwniczać	podpiwniczam	podpiwniczasz	podpiwnicza	podpiwniczamy	podpiwniczacie	podpiwniczają	-	-	-	-	-	-	-	-	-	-	-	podpiwniczaj	podpiwniczajmy	podpiwniczajcie	-
podpiwniczyć	-	-	-	-	-	-	podpiwniczę	podpiwniczysz	podpiwniczy	podpiwniczymy	podpiwniczycie	podpiwniczą	-	-	-	-	-	podpiwnicz	podpiwniczmy	podpiwniczcie	-
podpiąć	-	-	-	-	-	-	podepnę	podepniesz	podepnie	podepniemy	podepniecie	podepną	-	podpięła	podpięło	podpięli	podpięły	podepnij	podepnijmy	podepnijcie	-
podpić	-	-	-	-	-	-	podpiję	podpijesz	podpije	podpijemy	podpijecie	podpiją	-	-	-	-	-	podpij	podpijmy	podpijcie	-
podpiłować	-	-	-	-	-	-	podpiłuję	podpiłujesz	podpiłuje	podpiłujemy	podpiłujecie	podpiłują	-	-	-	-	-	podpiłuj	podpiłujmy	podpiłujcie	-
podpiłowywać	podpiłowuję	podpiłowujesz	podpiłowuje	podpiłowujemy	podpiłowujecie	podpiłowują	-	-	-	-	-	-	-	-	-	-	-	podpiłowuj	podpiłowujmy	podpiłowujcie	-
podpoić	-	-	-	-	-	-	podpoję	podpoisz	podpoi	podpoimy	podpoicie	podpoją	-	-	-	-	-	podpój	podpójmy	podpójcie	-
podpomagać	podpomagam	podpomagasz	podpomaga	podpomagamy	podpomagacie	podpomagają	-	-	-	-	-	-	-	-	-	-	-	podpomagaj	podpomagajmy	podpomagajcie	-
podpomóc	-	-	-	-	-	-	podpomogę	podpomożesz	podpomoże	podpomożemy	podpomożecie	podpomogą	-	podpomogła	podpomogło	podpomogli	podpomogły	podpomóż	podpomóżmy	podpomóżcie	-
podporządkować	-	-	-	-	-	-	podporządkuję	podporządkujesz	podporządkuje	podporządkujemy	podporządkujecie	podporządkują	-	-	-	-	-	podporządkuj	podporządkujmy	podporządkujcie	-
podporządkowywać	podporządkowuję	podporządkowujesz	podporządkowuje	podporządkowujemy	podporządkowujecie	podporządkowują	-	-	-	-	-	-	-	-	-	-	-	podporządkowuj	podporządkowujmy	podporządkowujcie	-
podpowiadać	podpowiadam	podpowiadasz	podpowiada	podpowiadamy	podpowiadacie	podpowiadają	-	-	-	-	-	-	-	-	-	-	-	podpowiadaj	podpowiadajmy	podpowiadajcie	-
podpowiedzieć	-	-	-	-	-	-	podpowiem	podpowiesz	podpowie	podpowiemy	podpowiecie	podpowiedzą	-	podpowiedziała	podpowiedziało	-	podpowiedziały	podpowiedz	podpowiedzmy	podpowiedzcie	-
podprawiać	podprawiam	podprawiasz	podprawia	podprawiamy	podprawiacie	podprawiają	-	-	-	-	-	-	-	-	-	-	-	podprawiaj	podprawiajmy	podprawiajcie	-
podprawić	-	-	-	-	-	-	podprawię	podprawisz	podprawi	podprawimy	podprawicie	podprawią	-	-	-	-	-	podpraw	podprawmy	podprawcie	-
podprażać	podprażam	podprażasz	podpraża	podprażamy	podprażacie	podprażają	-	-	-	-	-	-	-	-	-	-	-	podprażaj	podprażajmy	podprażajcie	-
podprażyć	-	-	-	-	-	-	podprażę	podprażysz	podpraży	podprażymy	podprażycie	podprażą	-	-	-	-	-	podpraż	podprażmy	podprażcie	-
podprowadzać	podprowadzam	podprowadzasz	podprowadza	podprowadzamy	podprowadzacie	podprowadzają	-	-	-	-	-	-	-	-	-	-	-	podprowadzaj	podprowadzajmy	podprowadzajcie	-
podprowadzić	-	-	-	-	-	-	podprowadzę	podprowadzisz	podprowadzi	podprowadzimy	podprowadzicie	podprowadzą	-	-	-	-	-	podprowadź	podprowadźmy	podprowadźcie	-
podpróchnieć	-	-	-	-	-	-	podpróchnieję	podpróchniejesz	podpróchnieje	podpróchniejemy	podpróchniejecie	podpróchnieją	-	podpróchniała	podpróchniało	-	podpróchniały	podpróchniej	podpróchniejmy	podpróchniejcie	-
podpuchnąć	-	-	-	-	-	-	podpuchnę	podpuchniesz	podpuchnie	podpuchniemy	podpuchniecie	podpuchną	-	podpuchła	podpuchło	podpuchli	podpuchły	podpuchnij	podpuchnijmy	podpuchnijcie	-
podpuszczać	podpuszczam	podpuszczasz	podpuszcza	podpuszczamy	podpuszczacie	podpuszczają	-	-	-	-	-	-	-	-	-	-	-	podpuszczaj	podpuszczajmy	podpuszczajcie	-
podpuścić	-	-	-	-	-	-	podpuszczę	podpuścisz	podpuści	podpuścimy	podpuścicie	podpuszczą	-	-	-	-	-	podpuść	podpuśćmy	podpuśćcie	-
podpychać	podpycham	podpychasz	podpycha	podpychamy	podpychacie	podpychają	-	-	-	-	-	-	-	-	-	-	-	podpychaj	podpychajmy	podpychajcie	-
podpylać	podpylam	podpylasz	podpyla	podpylamy	podpylacie	podpylają	-	-	-	-	-	-	-	-	-	-	-	podpylaj	podpylajmy	podpylajcie	-
podpylić	-	-	-	-	-	-	podpylę	podpylisz	podpyli	podpylimy	podpylicie	podpylą	-	-	-	-	-	podpyl	podpylmy	podpylcie	-
podpytać	-	-	-	-	-	-	podpytam	podpytasz	podpyta	podpytamy	podpytacie	podpytają	-	-	-	-	-	podpytaj	podpytajmy	podpytajcie	-
podpytywać	podpytuję	podpytujesz	podpytuje	podpytujemy	podpytujecie	podpytują	-	-	-	-	-	-	-	-	-	-	-	podpytuj	podpytujmy	podpytujcie	-
podpędzać	podpędzam	podpędzasz	podpędza	podpędzamy	podpędzacie	podpędzają	-	-	-	-	-	-	-	-	-	-	-	podpędzaj	podpędzajmy	podpędzajcie	-
podpędzić	-	-	-	-	-	-	podpędzę	podpędzisz	podpędzi	podpędzimy	podpędzicie	podpędzą	-	-	-	-	-	podpędź	podpędźmy	podpędźcie	-
podpłacić	-	-	-	-	-	-	podpłacę	podpłacisz	podpłaci	podpłacimy	podpłacicie	podpłacą	-	-	-	-	-	podpłać	podpłaćmy	podpłaćcie	-
podpłukać	-	-	-	-	-	-	podpłuczę	podpłuczesz	podpłucze	podpłuczemy	podpłuczecie	podpłuczą	-	-	-	-	-	podpłucz	podpłuczmy	podpłuczcie	-
podpłukiwać	podpłukuję	podpłukujesz	podpłukuje	podpłukujemy	podpłukujecie	podpłukują	-	-	-	-	-	-	-	-	-	-	-	podpłukuj	podpłukujmy	podpłukujcie	-
podpłynąć	-	-	-	-	-	-	podpłynę	podpłyniesz	podpłynie	podpłyniemy	podpłyniecie	podpłyną	-	podpłynęła	podpłynęło	podpłynęli	podpłynęły	podpłyń	podpłyńmy	podpłyńcie	-
podpływać	podpływam	podpływasz	podpływa	podpływamy	podpływacie	podpływają	-	-	-	-	-	-	-	-	-	-	-	podpływaj	podpływajmy	podpływajcie	-
podrabiać	podrabiam	podrabiasz	podrabia	podrabiamy	podrabiacie	podrabiają	-	-	-	-	-	-	-	-	-	-	-	podrabiaj	podrabiajmy	podrabiajcie	-
podrapać	-	-	-	-	-	-	podrapię	podrapiesz	podrapie	podrapiemy	podrapiecie	podrapią	-	-	-	-	-	podrap	podrapmy	podrapcie	-
podrapować	-	-	-	-	-	-	podrapuję	podrapujesz	podrapuje	podrapujemy	podrapujecie	podrapują	-	-	-	-	-	podrapuj	podrapujmy	podrapujcie	-
podrasować	-	-	-	-	-	-	podrasuję	podrasujesz	podrasuje	podrasujemy	podrasujecie	podrasują	-	-	-	-	-	podrasuj	podrasujmy	podrasujcie	-
podrasowywać	podrasowuję	podrasowujesz	podrasowuje	podrasowujemy	podrasowujecie	podrasowują	-	-	-	-	-	-	-	-	-	-	-	podrasowuj	podrasowujmy	podrasowujcie	-
podrastać	podrastam	podrastasz	podrasta	podrastamy	podrastacie	podrastają	-	-	-	-	-	-	-	-	-	-	-	podrastaj	podrastajmy	podrastajcie	-
podratować	-	-	-	-	-	-	podratuję	podratujesz	podratuje	podratujemy	podratujecie	podratują	-	-	-	-	-	podratuj	podratujmy	podratujcie	-
podrałować	-	-	-	-	-	-	podrałuję	podrałujesz	podrałuje	podrałujemy	podrałujecie	podrałują	-	-	-	-	-	podrałuj	podrałujmy	podrałujcie	-
podrażać	podrażam	podrażasz	podraża	podrażamy	podrażacie	podrażają	-	-	-	-	-	-	-	-	-	-	-	podrażaj	podrażajmy	podrażajcie	-
podrażniać	podrażniam	podrażniasz	podrażnia	podrażniamy	podrażniacie	podrażniają	-	-	-	-	-	-	-	-	-	-	-	podrażniaj	podrażniajmy	podrażniajcie	-
podrażnić	-	-	-	-	-	-	podrażnię	podrażnisz	podrażni	podrażnimy	podrażnicie	podrażnią	-	-	-	-	-	podrażnij	podrażnijmy	podrażnijcie	-
podrdzawieć	-	-	-	-	-	-	podrdzawieję	podrdzawiejesz	podrdzawieje	podrdzawiejemy	podrdzawiejecie	podrdzawieją	-	podrdzawiała	podrdzawiało	-	podrdzawiały	podrdzawiej	podrdzawiejmy	podrdzawiejcie	-
podrdzewieć	-	-	-	-	-	-	podrdzewieję	podrdzewiejesz	podrdzewieje	podrdzewiejemy	podrdzewiejecie	podrdzewieją	-	podrdzewiała	podrdzewiało	-	podrdzewiały	podrdzewiej	podrdzewiejmy	podrdzewiejcie	-
podredagować	-	-	-	-	-	-	podredaguję	podredagujesz	podredaguje	podredagujemy	podredagujecie	podredagują	-	-	-	-	-	podredaguj	podredagujmy	podredagujcie	-
podregulować	-	-	-	-	-	-	podreguluję	podregulujesz	podreguluje	podregulujemy	podregulujecie	podregulują	-	-	-	-	-	podreguluj	podregulujmy	podregulujcie	-
podregulowywać	podregulowuję	podregulowujesz	podregulowuje	podregulowujemy	podregulowujecie	podregulowują	-	-	-	-	-	-	-	-	-	-	-	podregulowuj	podregulowujmy	podregulowujcie	-
podreparować	-	-	-	-	-	-	podreparuję	podreparujesz	podreparuje	podreparujemy	podreparujecie	podreparują	-	-	-	-	-	podreparuj	podreparujmy	podreparujcie	-
podreperować	-	-	-	-	-	-	podreperuję	podreperujesz	podreperuje	podreperujemy	podreperujecie	podreperują	-	-	-	-	-	podreperuj	podreperujmy	podreperujcie	-
podreperowywać	podreperowuję	podreperowujesz	podreperowuje	podreperowujemy	podreperowujecie	podreperowują	-	-	-	-	-	-	-	-	-	-	-	podreperowuj	podreperowujmy	podreperowujcie	-
podreptać	-	-	-	-	-	-	podrepczę	podrepcesz	podrepce	podrepcemy	podrepcecie	podrepczą	-	-	-	-	-	podrepcz	podrepczmy	podrepczcie	-
podretuszować	-	-	-	-	-	-	podretuszuję	podretuszujesz	podretuszuje	podretuszujemy	podretuszujecie	podretuszują	-	-	-	-	-	podretuszuj	podretuszujmy	podretuszujcie	-
podretuszowywać	podretuszowuję	podretuszowujesz	podretuszowuje	podretuszowujemy	podretuszowujecie	podretuszowują	-	-	-	-	-	-	-	-	-	-	-	podretuszowuj	podretuszowujmy	podretuszowujcie	-
podrgać	-	-	-	-	-	-	podrgam	podrgasz	podrga	podrgamy	podrgacie	podrgają	-	-	-	-	-	podrgaj	podrgajmy	podrgajcie	-
podrobić	-	-	-	-	-	-	podrobię	podrobisz	podrobi	podrobimy	podrobicie	podrobią	-	-	-	-	-	podrób	podróbmy	podróbcie	-
podrobnieć	-	-	-	-	-	-	podrobnieję	podrobniejesz	podrobnieje	podrobniejemy	podrobniejecie	podrobnieją	-	podrobniała	podrobniało	-	podrobniały	podrobniej	podrobniejmy	podrobniejcie	-
podrobnić	-	-	-	-	-	-	podrobnię	podrobnisz	podrobni	podrobnimy	podrobnicie	podrobnią	-	-	-	-	-	podrobnij	podrobnijmy	podrobnijcie	-
podroczyć	-	-	-	-	-	-	podroczę	podroczysz	podroczy	podroczymy	podroczycie	podroczą	-	-	-	-	-	podrocz	podroczmy	podroczcie	-
podrosnąć	-	-	-	-	-	-	podrosnę	podrośniesz	podrośnie	podrośniemy	podrośniecie	podrosną	-	podrosła	podrosło	podrośli	podrosły	podrośnij	podrośnijmy	podrośnijcie	-
podrożeć	-	-	-	-	-	-	podrożeję	podrożejesz	podrożeje	podrożejemy	podrożejecie	podrożeją	-	podrożała	podrożało	-	podrożały	podrożej	podrożejmy	podrożejcie	-
podrożyć	-	-	-	-	-	-	podrożę	podrożysz	podroży	podrożymy	podrożycie	podrożą	-	-	-	-	-	podroż	podrożmy	podrożcie	-
podrudzieć	-	-	-	-	-	-	podrudzieję	podrudziejesz	podrudzieje	podrudziejemy	podrudziejecie	podrudzieją	-	podrudziała	podrudziało	-	podrudziały	podrudziej	podrudziejmy	podrudziejcie	-
podrujnować	-	-	-	-	-	-	podrujnuję	podrujnujesz	podrujnuje	podrujnujemy	podrujnujecie	podrujnują	-	-	-	-	-	podrujnuj	podrujnujmy	podrujnujcie	-
podrujnowywać	podrujnowuję	podrujnowujesz	podrujnowuje	podrujnowujemy	podrujnowujecie	podrujnowują	-	-	-	-	-	-	-	-	-	-	-	podrujnowuj	podrujnowujmy	podrujnowujcie	-
podrumieniać	podrumieniam	podrumieniasz	podrumienia	podrumieniamy	podrumieniacie	podrumieniają	-	-	-	-	-	-	-	-	-	-	-	podrumieniaj	podrumieniajmy	podrumieniajcie	-
podrumienić	-	-	-	-	-	-	podrumienię	podrumienisz	podrumieni	podrumienimy	podrumienicie	podrumienią	-	-	-	-	-	podrumień	podrumieńmy	podrumieńcie	-
podruzgotać	-	-	-	-	-	-	podruzgoczę	podruzgocesz	podruzgoce	podruzgocemy	podruzgocecie	podruzgoczą	-	-	-	-	-	podruzgocz	podruzgoczmy	podruzgoczcie	-
podrużbić	-	-	-	-	-	-	podrużbię	podrużbisz	podrużbi	podrużbimy	podrużbicie	podrużbią	-	-	-	-	-	podrużbij	podrużbijmy	podrużbijcie	-
podrwiwać	podrwiwam	podrwiwasz	podrwiwa	podrwiwamy	podrwiwacie	podrwiwają	-	-	-	-	-	-	-	-	-	-	-	podrwiwaj	podrwiwajmy	podrwiwajcie	-
podrwić	-	-	-	-	-	-	podrwię	podrwisz	podrwi	podrwimy	podrwicie	podrwią	-	-	-	-	-	podrwij	podrwijmy	podrwijcie	-
podrygać	podrygam	podrygasz	podryga	podrygamy	podrygacie	podrygają	-	-	-	-	-	-	-	-	-	-	-	podrygaj	podrygajmy	podrygajcie	-
podrygiwać	podryguję	podrygujesz	podryguje	podrygujemy	podrygujecie	podrygują	-	-	-	-	-	-	-	-	-	-	-	podryguj	podrygujmy	podrygujcie	-
podrygnąć	-	-	-	-	-	-	podrygnę	podrygniesz	podrygnie	podrygniemy	podrygniecie	podrygną	-	podrygnęła	podrygnęło	podrygnęli	podrygnęły	podrygnij	podrygnijmy	podrygnijcie	-
podrysować	-	-	-	-	-	-	podrysuję	podrysujesz	podrysuje	podrysujemy	podrysujecie	podrysują	-	-	-	-	-	podrysuj	podrysujmy	podrysujcie	-
podrywać	podrywam	podrywasz	podrywa	podrywamy	podrywacie	podrywają	-	-	-	będziemy podrywały	będziecie podrywały	będą podrywały	-	-	-	-	-	podrywaj	podrywajmy	podrywajcie	-
podrzemać	-	-	-	-	-	-	podrzemię	podrzemiesz	podrzemie	podrzemiemy	podrzemiecie	podrzemią	-	-	-	-	-	podrzem	podrzemmy	podrzemcie	-
podrzemywać	podrzemuję	podrzemujesz	podrzemuje	podrzemujemy	podrzemujecie	podrzemują	-	-	-	-	-	-	-	-	-	-	-	podrzemuj	podrzemujmy	podrzemujcie	-
podrzeć	-	-	-	-	-	-	podrę	podrzesz	podrze	podrzemy	podrzecie	podrą	-	podarła	podarło	podarli	podarły	podrzyj	podrzyjmy	podrzyjcie	-
podrzeźniać	podrzeźniam	podrzeźniasz	podrzeźnia	podrzeźniamy	podrzeźniacie	podrzeźniają	-	-	-	-	-	-	-	-	-	-	-	podrzeźniaj	podrzeźniajmy	podrzeźniajcie	-
podrzucać	podrzucam	podrzucasz	podrzuca	podrzucamy	podrzucacie	podrzucają	-	-	-	-	-	-	-	-	-	-	-	podrzucaj	podrzucajmy	podrzucajcie	-
podrzucić	-	-	-	-	-	-	podrzucę	podrzucisz	podrzuci	podrzucimy	podrzucicie	podrzucą	-	-	-	-	-	podrzuć	podrzućmy	podrzućcie	-
podrzymać	-	-	-	-	-	-	podrzymię	podrzymiesz	podrzymie	podrzymiemy	podrzymiecie	podrzymią	-	-	-	-	-	podrzym	podrzymmy	podrzymcie	-
podrzynać	podrzynam	podrzynasz	podrzyna	podrzynamy	podrzynacie	podrzynają	-	-	-	-	-	-	-	-	-	-	-	podrzynaj	podrzynajmy	podrzynajcie	-
podrzyźniać	podrzyźniam	podrzyźniasz	podrzyźnia	podrzyźniamy	podrzyźniacie	podrzyźniają	-	-	-	-	-	-	-	-	-	-	-	podrzyźniaj	podrzyźniajmy	podrzyźniajcie	-
podróżować	podróżuję	podróżujesz	podróżuje	podróżujemy	podróżujecie	podróżują	-	-	-	będziemy podróżowały	będziecie podróżowały	będą podróżowały	-	-	-	-	-	podróżuj	podróżujmy	podróżujcie	-
podróżować:Vi	podróżuję	podróżujesz	podróżuje	podróżujemy	podróżujecie	podróżują	-	-	-	-	-	-	-	podróżowała	podróżowało	podróżowali	podróżowały	podróżuj	podróżujmy	podróżujcie	podróżować
podróżować:Vp	-	-	-	-	-	-	podróżuję	podróżujesz	podróżuje	podróżujemy	podróżujecie	podróżują	-	podróżowała	podróżowało	podróżowali	podróżowały	podróżuj	podróżujmy	podróżujcie	podróżować
podróżowywać	podróżowuję	podróżowujesz	podróżowuje	podróżowujemy	podróżowujecie	podróżowują	-	-	-	-	-	-	-	-	-	-	-	podróżowuj	podróżowujmy	podróżowujcie	-
podrąbać	-	-	-	-	-	-	podrąbię	podrąbiesz	podrąbie	podrąbiemy	podrąbiecie	podrąbią	-	-	-	-	-	podrąb	podrąbmy	podrąbcie	-
podrąbywać	podrąbuję	podrąbujesz	podrąbuje	podrąbujemy	podrąbujecie	podrąbują	-	-	-	-	-	-	-	-	-	-	-	podrąbuj	podrąbujmy	podrąbujcie	-
podrębywać	podrębuję	podrębujesz	podrębuje	podrębujemy	podrębujecie	podrębują	-	-	-	-	-	-	-	-	-	-	-	podrębuj	podrębujmy	podrębujcie	-
podręczyć	-	-	-	-	-	-	podręczę	podręczysz	podręczy	podręczymy	podręczycie	podręczą	-	-	-	-	-	podręcz	podręczmy	podręczcie	-
podrętwieć	-	-	-	-	-	-	podrętwieję	podrętwiejesz	podrętwieje	podrętwiejemy	podrętwiejecie	podrętwieją	-	podrętwiała	podrętwiało	-	podrętwiały	podrętwiej	podrętwiejmy	podrętwiejcie	-
podsadzać	podsadzam	podsadzasz	podsadza	podsadzamy	podsadzacie	podsadzają	-	-	-	-	-	-	-	-	-	-	-	podsadzaj	podsadzajmy	podsadzajcie	-
podsadzić	-	-	-	-	-	-	podsadzę	podsadzisz	podsadzi	podsadzimy	podsadzicie	podsadzą	-	-	-	-	-	podsadź	podsadźmy	podsadźcie	-
podsiadać	podsiadam	podsiadasz	podsiada	podsiadamy	podsiadacie	podsiadają	-	-	-	-	-	-	-	-	-	-	-	podsiadaj	podsiadajmy	podsiadajcie	-
podsiać	-	-	-	-	-	-	podsieję	podsiejesz	podsieje	podsiejemy	podsiejecie	podsieją	-	-	-	-	-	podsiej	podsiejmy	podsiejcie	-
podsiewać	podsiewam	podsiewasz	podsiewa	podsiewamy	podsiewacie	podsiewają	-	-	-	-	-	-	-	-	-	-	-	podsiewaj	podsiewajmy	podsiewajcie	-
podsiniaczać	podsiniaczam	podsiniaczasz	podsiniacza	podsiniaczamy	podsiniaczacie	podsiniaczają	-	-	-	-	-	-	-	-	-	-	-	podsiniaczaj	podsiniaczajmy	podsiniaczajcie	-
podsiniaczyć	-	-	-	-	-	-	podsiniaczę	podsiniaczysz	podsiniaczy	podsiniaczymy	podsiniaczycie	podsiniaczą	-	-	-	-	-	podsiniacz	podsiniaczmy	podsiniaczcie	-
podsinieć	-	-	-	-	-	-	podsinieję	podsiniejesz	podsinieje	podsiniejemy	podsiniejecie	podsinieją	-	podsiniała	podsiniało	-	podsiniały	podsiniej	podsiniejmy	podsiniejcie	-
podsinić	-	-	-	-	-	-	podsinię	podsinisz	podsini	podsinimy	podsinicie	podsinią	-	-	-	-	-	podsiń	podsińmy	podsińcie	-
podsiwiać	podsiwiam	podsiwiasz	podsiwia	podsiwiamy	podsiwiacie	podsiwiają	-	-	-	-	-	-	-	-	-	-	-	podsiwiaj	podsiwiajmy	podsiwiajcie	-
podsiwieć	-	-	-	-	-	-	podsiwieję	podsiwiejesz	podsiwieje	podsiwiejemy	podsiwiejecie	podsiwieją	-	podsiwiała	podsiwiało	-	podsiwiały	podsiwiej	podsiwiejmy	podsiwiejcie	-
podsiwić	-	-	-	-	-	-	podsiwię	podsiwisz	podsiwi	podsiwimy	podsiwicie	podsiwią	-	-	-	-	-	podsiw	podsiwmy	podsiwcie	-
