# lemma	prs1sg	prs2sg	prs3sg	prs1pl	prs2pl	prs3pl	sbjv3	imp2sg	ptcp	ger	ipfv1sg	pfv3sg ("-" = derive)
reapropia	reapropii	reapropii	reapropie	reapropiem	reapropiați	reapropie	reapropie	reapropie	reapropiat	reapropiind	reapropiam	reapropie
reascuți	reascut	reascuți	reascute	reascuțim	reascuțiți	reascut	reascută	reascute	reascuțit	reascuțind	reascuțeam	reascuți
reasocia	reasociez	reasociezi	reasociază	reasociem	reasociați	reasociază	reasocieze	reasociază	reasociat	reasociind	reasociam	reasocie
reatribui	reatribui	reatribui	reatribuie	reatribuim	reatribuiți	reatribuie	reatribuie	reatribuie	reatribuit	reatribuind	reatribuiam	reatribui
reaudia	-	-	-	-	-	-	-	-	-	-	-	reaudie
rebonifica	rebonific	rebonifici	rebonifică	-	-	rebonifică	rebonifice	rebonifică	-	-	-	-
reboteza	rebotez	rebotezi	rebotează	rebotezăm	rebotezați	rebotează	reboteze	rebotează	rebotezat	rebotezând	rebotezam	reboteză
rebrandui	rebranduiesc	rebranduiești	rebranduiește	rebranduim	rebranduiți	rebranduiesc	rebranduiască	rebranduiește	rebranduit	rebranduind	rebranduiam	rebrandui
recapitului	recapituluiesc	recapituluiești	recapituluiește	recapituluim	recapituluiți	recapituluiesc	recapituluiască	recapituluiește	recapituluit	recapituluind	recapituluiam	recapitului
rechema	rechem	rechemi	-	rechemăm	rechemați	-	recheme	-	rechemat	rechemând	rechemam	rechemă
recoace	recoc	recoci	recoace	recoacem	recoaceți	recoc	recoacă	recoace	recopt	recocând	recoceam	recoapse
recomandui	recomanduiesc	recomanduiești	recomanduiește	recomanduim	recomanduiți	recomanduiesc	recomanduiască	recomanduiește	recomanduit	recomanduind	recomanduiam	recomandui
recompune	recompun	recompui	recompune	recompunem	recompuneți	recompun	recompună	recompune	recompus	recompunând	recompuneam	recompuse
reconcilia	reconciliez	reconciliezi	reconciliază	reconciliem	reconciliați	reconciliază	reconcilieze	reconciliază	reconciliat	reconciliind	reconciliam	reconcilie
recondamna	recondamn	recondamni	recondamnă	-	-	recondamnă	recondamne	recondamnă	-	-	-	-
reconduce	-	-	-	-	-	-	-	-	recondus	-	-	reconduse
reconsidera	reconsider	reconsideri	reconsideră	reconsiderăm	reconsiderați	reconsideră	reconsidere	reconsideră	reconsiderat	reconsiderând	reconsideram	reconsideră
reconstitui	reconstitui	reconstitui	reconstituie	reconstituim	reconstituiți	reconstituie	reconstituie	reconstituie	reconstituit	reconstituind	reconstituiam	reconstitui
reconstrui	reconstruiesc	reconstruiești	reconstruiește	reconstruim	reconstruiți	reconstruiesc	reconstruiască	reconstruiește	reconstruit	reconstruind	reconstruiam	reconstrui
recopia	recopiez	recopiezi	recopiază	recopiem	recopiați	recopiază	recopieze	recopiază	recopiat	recopiind	recopiam	recopie
recrea	recreez	recreezi	recreează	recreăm	recreați	recreează	recreeze	recreează	recreat	recreând	recream	recreă
reculege	-	-	-	-	-	-	-	-	recules	-	-	reculese
recultiva	recultiv	recultivi	recultivă	-	-	recultivă	recultive	recultivă	-	-	-	-
recunoaște	recunosc	recunoști	recunoaște	recunoaștem	recunoașteți	recunosc	recunoască	recunoaște	recunoscut	recunoscând	recunoșteam	recunoscu
recuprinde	-	-	-	-	-	-	-	-	recuprins	recuprinzând	-	recuprinse
recurge	-	-	-	-	-	-	-	-	recurs	-	-	recurse
recădea	-	-	-	-	-	-	-	-	recăzut	recăzând	-	recăzu
reda	redau	redai	redă	redăm	redați	redau	redea	redă	redat	redând	redam	-
redactilografia	redactilografiez	redactilografiezi	redactilografiază	redactilografiem	redactilografiați	redactilografiază	redactilografieze	redactilografiază	redactilografiat	redactilografiind	redactilografiam	redactilografie
redescheia	redeschei	redeschei	redescheie	redescheiem	redescheiați	redescheie	redescheie	redescheie	redescheiat	redescheind	redescheiam	redescheie
redeschide	-	-	-	-	-	-	-	-	redeschis	redeschizând	-	redeschise
redescoperi	-	redescoperi	-	redescoperim	redescoperiți	-	-	redescopere	redescoperit	redescoperind	redescopeream	redescoperi
redesface	redesfac	redesfaci	redesface	redesfacem	redesfaceți	redesfac	redesfacă	redesfă	redesfăcut	redesfăcând	redesfăceam	redesfăcu
redeștepta	redeștept	redeștepți	redeșteaptă	redeșteptăm	redeșteptați	redeșteaptă	redeștepte	redeșteaptă	redeșteptat	redeșteptând	redeșteptam	redeșteptă
redistribui	redistribui	redistribui	redistribuie	redistribuim	redistribuiți	redistribuie	redistribuie	redistribuie	redistribuit	redistribuind	redistribuiam	redistribui
redizolva	redizolv	redizolvi	redizolvă	redizolvăm	redizolvați	redizolvă	redizolve	redizolvă	redizolvat	redizolvând	redizolvam	redizolvă
reduce	-	-	-	-	-	-	-	-	redus	-	-	reduse
reduțirui	reduțiruiesc	reduțiruiești	reduțiruiește	reduțiruim	reduțiruiți	reduțiruiesc	reduțiruiască	reduțiruiește	reduțiruit	reduțiruind	reduțiruiam	reduțirui
reevalua	reevaluez	reevaluezi	reevaluează	reevaluăm	reevaluați	reevaluează	reevalueze	reevaluează	reevaluat	reevaluând	reevaluam	reevaluă
reevoca	reevoc	reevoci	reevocă	reevocăm	reevocați	reevocă	reevoce	reevocă	reevocat	reevocând	reevocam	reevocă
reexpedia	reexpediez	reexpediezi	reexpediază	reexpediem	reexpediați	reexpediază	reexpedieze	reexpediază	reexpediat	reexpediind	reexpediam	reexpedie
reexporta	reexport	reexporți	reexportă	reexportăm	reexportați	reexportă	reexporte	reexportă	reexportat	reexportând	reexportam	reexportă
refeca	refec	refeci	refecă	refecăm	refecați	refecă	refece	refecă	refecat	refecând	refecam	refecă
refierbe	-	-	-	-	-	-	-	-	refiert	-	-	refierse
refrânge	-	-	-	-	-	-	-	-	refrânt	-	-	refrânse
refugia	refugiez	refugiezi	refugiază	refugiem	refugiați	refugiază	refugieze	refugiază	refugiat	refugiind	refugiam	refugie
refugii	refugiesc	refugiești	refugiește	refugiim	refugiiți	refugiesc	refugiască	refugiește	refugiit	refugiind	refugiam	refugii
regreta	regret	regreți	regretă	regretăm	regretați	regretă	regrete	regretă	regretat	regretând	regretam	regretă
reiepta	reiept	reiepți	-	reieptăm	reieptați	-	reiepte	-	reieptat	reieptând	reieptam	reieptă
reieși	-	-	reiese	-	-	reies	reiasă	-	reieșit	reieșind	-	reieși
reifica	reific	reifici	reifică	-	-	reifică	reifice	reifică	-	-	-	-
reimporta	reimport	reimporți	reimportă	reimportăm	reimportați	reimportă	reimporte	reimportă	reimportat	reimportând	reimportam	reimportă
reintra	reintru	reintri	reintră	reintrăm	reintrați	reintră	reintre	reintră	reintrat	reintrând	reintram	reintră
reintroduce	-	-	-	-	-	-	-	-	reintrodus	-	-	reintroduse
reinventaria	reinventariez	reinventariezi	reinventariază	reinventariem	reinventariați	reinventariază	reinventarieze	reinventariază	reinventariat	reinventariind	reinventariam	reinventarie
rejuca	-	-	rejoacă	-	-	rejoacă	rejoace	-	rejucat	rejucând	-	rejucă
rejudeca	rejudec	rejudeci	rejudecă	rejudecăm	rejudecați	rejudecă	rejudece	rejudecă	rejudecat	rejudecând	rejudecam	rejudecă
relega	releg	relegi	relegă	relegăm	relegați	relegă	relege	relegă	relegat	relegând	relegam	relegă
releva	relev	relevi	relevă	relevăm	relevați	relevă	releve	relevă	relevat	relevând	relevam	relevă
relua	reiau	reiei	reia	reluăm	reluați	reiau	reia	reia	reluat	reluând	reluam	reluă
remaia	remaiez	remaiezi	remaiază	remaiem	remaiați	remaiază	remaieze	remaiază	remaiat	remaind	remaiam	remaie
remania	remaniez	remaniezi	remaniază	remaniem	remaniați	remaniază	remanieze	remaniază	remaniat	remaniind	remaniam	remanie
remedia	remediez	remediezi	remediază	remediem	remediați	remediază	remedieze	remediază	remediat	remediind	remediam	remedie
remite	-	-	-	-	-	-	-	-	remis	remițând	-	remise
renaște	renasc	renaști	renaște	renaștem	renașteți	renasc	renască	renaște	renăscut	renăscând	renășteam	renăscu
renega	reneg	renegi	reneagă	renegăm	renegați	reneagă	renege	reneagă	renegat	renegând	renegam	renegă
renegocia	renegociez	renegociezi	renegociază	renegociem	renegociați	renegociază	renegocieze	renegociază	renegociat	renegociind	renegociam	renegocie
rennoi	rennoiesc	rennoiești	rennoiește	rennoim	rennoiți	rennoiesc	rennoiască	rennoiește	rennoit	rennoind	rennoiam	rennoi
rentoarce	rentorc	rentorci	rentoarce	rentoarcem	rentoarceți	rentorc	rentoarcă	rentoarce	rentors	rentorcând	rentorceam	rentoarse
reorândui	reorânduiesc	reorânduiești	reorânduiește	reorânduim	reorânduiți	reorânduiesc	reorânduiască	reorânduiește	reorânduit	reorânduind	reorânduiam	reorândui
repatria	repatriez	repatriezi	repatriază	repatriem	repatriați	repatriază	repatrieze	repatriază	repatriat	repatriind	repatriam	repatrie
repertoria	repertoriez	repertoriezi	repertoriază	repertoriem	repertoriați	repertoriază	repertorieze	repertoriază	repertoriat	repertoriind	repertoriam	repertorie
repeta	repet	repeți	repetă	repetăm	repetați	repetă	repete	repetă	repetat	repetând	repetam	repetă
repetui	repetuiesc	repetuiești	repetuiește	repetuim	repetuiți	repetuiesc	repetuiască	repetuiește	repetuit	repetuind	repetuiam	repetui
replia	repliez	repliezi	repliază	repliem	repliați	repliază	replieze	repliază	repliat	repliind	repliam	replie
reprezenta	reprezint	reprezinți	reprezintă	reprezentăm	reprezentați	reprezintă	reprezinte	reprezintă	reprezentat	reprezentând	reprezentam	reprezentă
reproba	reprob	reprobi	reprobă	reprobăm	reprobați	reprobă	reprobe	reprobă	reprobat	reprobând	reprobam	reprobă
reproduce	-	-	-	-	-	-	-	-	reprodus	-	-	reproduse
reprografia	reprografiez	reprografiezi	reprografiază	reprografiem	reprografiați	reprografiază	reprografieze	reprografiază	reprografiat	reprografiind	reprografiam	reprografie
repudia	repudiez	repudiezi	repudiază	repudiem	repudiați	repudiază	repudieze	repudiază	repudiat	repudiind	repudiam	repudie
repune	repun	repui	repune	repunem	repuneți	repun	repună	repune	repus	repunând	repuneam	repuse
reradia	reradiez	reradiezi	reradiază	reradiem	reradiați	reradiază	reradieze	reradiază	reradiat	reradiind	reradiam	reradie
rescrie	rescriu	rescrii	rescrie	rescriem	rescrieți	rescriu	rescrie	rescrie	rescris	rescriind	rescriam	rescrise
respecta	respect	respecți	respectă	respectăm	respectați	respectă	respecte	respectă	respectat	respectând	respectam	respectă
respectui	respectuiesc	respectuiești	respectuiește	respectuim	respectuiți	respectuiesc	respectuiască	respectuiește	respectuit	respectuind	respectuiam	respectui
respectălui	respectăluiesc	respectăluiești	respectăluiește	respectăluim	respectăluiți	respectăluiesc	respectăluiască	respectăluiește	respectăluit	respectăluind	respectăluiam	respectălui
respinge	-	-	-	-	-	-	-	-	respins	-	-	respinse
restitui	restitui	restitui	restituie	restituim	restituiți	restituie	restituie	restituie	restituit	restituind	restituiam	restitui
restrânge	-	-	-	-	-	-	-	-	restrâns	-	-	restrânse
restudia	restudiez	restudiezi	restudiază	restudiem	restudiați	restudiază	restudieze	restudiază	restudiat	restudiind	restudiam	restudie
retalia	retaliez	retaliezi	retaliază	retaliem	retaliați	retaliază	retalieze	retaliază	retaliat	retaliind	retaliam	retalie
reteza	retez	retezi	retează	retezăm	retezați	retează	reteze	retează	retezat	retezând	retezam	reteză
retraduce	-	-	-	-	-	-	-	-	retradus	-	-	retraduse
retrage	-	-	-	-	-	-	-	-	retras	-	-	retrase
retranscrie	-	retranscrii	retranscrie	retranscriem	retranscrieți	-	retranscrie	retranscrie	-	retranscriind	retranscriam	-
retransmite	-	-	-	-	-	-	-	-	retransmis	retransmițând	-	retransmise
retrece	retrec	retreci	retrece	retrecem	retreceți	retrec	retreacă	retrece-	retrecut	retrecând	retreceam	retrecu
retribui	retribui	retribui	retribuie	retribuim	retribuiți	retribuie	retribuie	retribuie	retribuit	retribuind	retribuiam	retribui
retrimite	-	-	-	-	-	-	-	-	retrimis	retrimițând	-	retrimise
retrăi	retrăiesc	retrăiești	retrăiește	retrăim	retrăiți	retrăiesc	retrăiască	retrăiește	retrăit	retrăind	retrăiam	retrăi
retăcea	retac	retaci	retace	retăcem	retăceți	retac	retacă	retaci	retăcut	retăcând	retăceam	retăcu
reumple	reumplu	reumpli	reumple	reumplem	reumpleți	reumplu	-	reumple	reumplut	reumplând	reumpleam	reumplu
reurca	reurc	reurci	reurcă	-	-	reurcă	reurce	reurcă	-	-	-	-
revalorifica	revalorific	revalorifici	revalorifică	-	-	revalorifică	revalorifice	revalorifică	-	-	-	-
revandica	revandic	revandici	revandică	-	-	revandică	revandice	revandică	-	-	-	-
revedea	revăd	revezi	revede	revedem	revedeți	revăd	revadă	revezi	revăzut	revăzând	revedeam	revăzu
revedui	reveduiesc	reveduiești	reveduiește	reveduim	reveduiți	reveduiesc	reveduiască	reveduiește	reveduit	reveduind	reveduiam	revedui
reveni	revin	revii	-	-	-	-	-	revino	-	-	-	-
reverifica	reverific	reverifici	reverifică	-	-	reverifică	reverifice	reverifică	-	-	-	-
revivifia	revivifiez	revivifiezi	revivifiază	revivifiem	revivifiați	revivifiază	revivifieze	revivifiază	revivifiat	revivifiind	revivifiam	revivifie
revizui	revizuiesc	revizuiești	revizuiește	revizuim	revizuiți	revizuiesc	revizuiască	revizuiește	revizuit	revizuind	revizuiam	revizui
revoca	revoc	revoci	revocă	revocăm	revocați	revocă	revoce	revocă	revocat	revocând	revocam	revocă
revolta	revolt	revolți	revoltă	revoltăm	revoltați	revoltă	revolte	revoltă	revoltat	revoltând	revoltam	revoltă
revărsa	revărs	reverși	revarsă	revărsăm	revărsați	revarsă	reverse	revarsă	revărsat	revărsând	revărsam	revărsă
rezeca	rezec	rezeci	rezecă	rezecăm	rezecați	rezecă	rezece	rezecă	rezecat	rezecând	rezecam	rezecă
rezema	reazem	rezemi	reazemă	rezemăm	rezemați	reazemă	rezeme	reazemă	rezemat	rezemând	rezemam	rezemă
rezerva	rezerv	rezervi	rezervă	rezervăm	rezervați	rezervă	rezerve	rezervă	rezervat	rezervând	rezervam	rezervă
rezilia	reziliez	reziliezi	reziliază	reziliem	reziliați	reziliază	rezilieze	reziliază	reziliat	reziliind	reziliam	rezilie
rezolva	rezolv	rezolvi	rezolvă	rezolvăm	rezolvați	rezolvă	rezolve	rezolvă	rezolvat	rezolvând	rezolvam	rezolvă
rezăma	reazăm	rezemi	reazămă	rezămăm	rezămați	reazămă	rezeme	reazămă	rezămat	rezămând	rezămam	rezămă
reînchega	reîncheg	reînchegi	reîncheagă	reînchegăm	reînchegați	reîncheagă	reînchege	reîncheagă	reînchegat	reînchegând	reînchegam	reînchegă
reîncheia	reînchei	reînchei	reîncheie	reîncheiem	reîncheiați	reîncheie	reîncheie	reîncheie	reîncheiat	reîncheind	reîncheiam	reîncheie
reînchide	-	-	-	-	-	-	-	-	reînchis	reînchizând	-	reînchise
reînchiria	reînchiriez	reînchiriezi	reînchiriază	reînchiriem	reînchiriați	reînchiriază	reînchirieze	reînchiriază	reînchiriat	reînchiriind	reînchiriam	reînchirie
reînfășura	reînfășor	reînfășori	reînfășoară	reînfășurăm	reînfășurați	reînfășoară	reînfășoare	reînfășoară	reînfășurat	reînfășurând	reînfășuram	reînfășură
reînnoi	reînnoiesc	reînnoiești	reînnoiește	reînnoim	reînnoiți	reînnoiesc	reînnoiască	reînnoiește	reînnoit	reînnoind	reînnoiam	reînnoi
reînoi	reînoiesc	reînoiești	reînoiește	reînoim	reînoiți	reînoiesc	reînoiască	reînoiește	reînoit	reînoind	reînoiam	reînoi
reînscrie	reînscriu	reînscrii	reînscrie	reînscriem	reînscrieți	reînscriu	reînscrie	reînscrie	reînscris	reînscriind	reînscriam	reînscrise
reîntemeia	reîntemeiez	reîntemeiezi	reîntemeiază	reîntemeiem	reîntemeiați	reîntemeiază	reîntemeieze	reîntemeiază	reîntemeiat	reîntemeind	reîntemeiam	reîntemeie
reîntoarce	reîntorc	reîntorci	reîntoarce	reîntoarcem	reîntoarceți	reîntorc	reîntoarcă	reîntoarce	reîntors	reîntorcând	reîntorceam	reîntoarse
reînvia	reînvii	reînvii	reînvie	reînviem	reînviați	reînvie	reînvie	reînvie	reînviat	reînviind	reînviam	reînvie
reșlefui	reșlefuiesc	reșlefuiești	reșlefuiește	reșlefuim	reșlefuiți	reșlefuiesc	reșlefuiască	reșlefuiește	reșlefuit	reșlefuind	reșlefuiam	reșlefui
reține	rețin	reții	reține	reținem	rețineți	rețin	rețină	reține	reținut	reținând	rețineam	reținu
riflui	rifluiesc	rifluiești	rifluiește	rifluim	rifluiți	rifluiesc	rifluiască	rifluiește	rifluit	rifluind	rifluiam	riflui
rihtui	rihtuiesc	rihtuiești	rihtuiește	rihtuim	rihtuiți	rihtuiesc	rihtuiască	rihtuiește	rihtuit	rihtuind	rihtuiam	rihtui
rindelui	rindeluiesc	rindeluiești	rindeluiește	rindeluim	rindeluiți	rindeluiesc	rindeluiască	rindeluiește	rindeluit	rindeluind	rindeluiam	rindelui
risca	risc	riști	riscă	riscăm	riscați	riscă	riște	riscă	riscat	riscând	riscam	riscă
rișlui	rișluiesc	rișluiești	rișluiește	rișluim	rișluiți	rișluiesc	rișluiască	rișluiește	rișluit	rișluind	rișluiam	rișlui
rițui	rițuiesc	rițuiești	rițuiește	rițuim	rițuiți	rițuiesc	rițuiască	rițuiește	rițuit	rițuind	rițuiam	rițui
roade	rod	rozi	roade	roadem	roadeți	rod	roadă	roade	ros	rozând	rodeam	roase
roi	roiesc	roiești	roiește	roim	roiți	roiesc	roiască	roiește	roit	roind	roiam	roi
ronhăi	ronhăi	ronhăi	ronhăie	ronhăim	ronhăiți	ronhăie	ronhăie	ronhăie	ronhăit	ronhăind	ronhăiam	ronhăi
ronțăi	ronțăi	ronțăi	ronțăie	ronțăim	ronțăiți	ronțăie	ronțăie	ronțăie	ronțăit	ronțăind	ronțăiam	ronțăi
ropăi	ropăi	ropăi	ropăie	ropăim	ropăiți	ropăie	ropăie	ropăie	ropăit	ropăind	ropăiam	ropăi
rostui	rostuiesc	rostuiești	rostuiește	rostuim	rostuiți	rostuiesc	rostuiască	rostuiește	rostuit	rostuind	rostuiam	rostui
rucului	ruculuiesc	ruculuiești	ruculuiește	ruculuim	ruculuiți	ruculuiesc	ruculuiască	ruculuiește	ruculuit	ruculuind	ruculuiam	rucului
ruga	rog	rogi	roagă	rugăm	rugați	roagă	roage	roagă	rugat	rugând	rugam	rugă
rumega	rumeg	rumegi	rumegă	rumegăm	rumegați	rumegă	rumege	rumegă	rumegat	rumegând	rumegam	rumegă
rumpe	-	-	-	-	-	-	-	-	rumpt	-	-	rumpse
rupe	-	-	-	-	-	-	-	-	rupt	-	-	rupse
rustifica	rustific	rustifici	rustifică	-	-	rustifică	rustifice	rustifică	-	-	-	-
rușii	rușiesc	rușiești	rușiește	rușiim	rușiiți	rușiesc	rușiască	rușiește	rușiit	rușiind	rușiam	rușii
rușui	rușuiesc	rușuiești	rușuiește	rușuim	rușuiți	rușuiesc	rușuiască	rușuiește	rușuit	rușuind	rușuiam	rușui
râcâi	râcâi	râcâi	râcâie	râcâim	râcâiți	râcâie	râcâie	râcâie	râcâit	râcâind	râcâiam	râcâi
râcăi	râcăiesc	râcăiești	râcăiește	râcăim	râcăiți	râcăiesc	râcăiască	râcăiește	râcăit	râcăind	râcăiam	râcăi
râcălui	râcăluiesc	râcăluiești	râcăluiește	râcăluim	râcăluiți	râcăluiesc	râcăluiască	râcăluiește	râcăluit	râcăluind	râcăluiam	râcălui
râde	-	-	-	-	-	-	-	-	râs	râzând	-	râse
râgâi	râgâi	râgâi	râgâie	râgâim	râgâiți	râgâie	râgâie	râgâie	râgâit	râgâind	râgâiam	râgâi
râmui	-	-	râmuie	-	-	râmuie	râmuiască	-	râmuit	râmuind	-	râmui
râncheza	-	-	rânchează	-	-	rânchează	râncheze	-	rânchezat	rânchezând	-	râncheză
râncăi	-	-	râncăiește	-	-	râncăiesc	râncăiască	-	râncăit	râncăind	-	râncăi
râncălui	râncăluiesc	râncăluiești	râncăluiește	râncăluim	râncăluiți	râncăluiesc	râncăluiască	râncăluiește	râncăluit	râncăluind	râncăluiam	râncălui
rândui	rânduiesc	rânduiești	rânduiește	rânduim	rânduiți	rânduiesc	rânduiască	rânduiește	rânduit	rânduind	rânduiam	rândui
rândului	rânduluiesc	rânduluiești	rânduluiește	rânduluim	rânduluiți	rânduluiesc	rânduluiască	rânduluiește	rânduluit	rânduluind	rânduluiam	rândului
